,GEV,GLO,GPA,LNO,LP3,PE3
2,157.230430173,159.822832571,150.856440761,153.698638769,151.723037697,147.669975633
5,304.86116594,299.520083294,323.155758945,313.70815655,314.687571072,331.161520762
10,435.569093114,423.500048189,466.126904625,453.243549073,463.781569918,478.959201709
20,593.19650167,577.791467701,620.982008312,613.21702997,641.029024063,630.605340406
50,857.481003161,849.803289207,845.617553504,860.683535104,926.141690337,834.711245346
100,1112.39215144,1126.93107943,1032.01644118,1078.36332207,1186.18673983,990.973652794
200,1427.97631791,1487.62333065,1233.90906042,1325.12650415,1489.96626404,1148.39014689
