Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1907,1908-07-14 04:00:00,0.162,76.0,van Bladeren Record,76.0,0,1128,92.0,
1908,1909-01-09 10:48:00,1.219,333.0,van Bladeren Record,333.0,0,3211,364.0,
1909,1909-12-26 16:00:00,1.219,49.0,van Bladeren Record,49.0,0,2578,364.0,Excluded: Duplicated 9.1 Percent
1910,1911-01-08 10:48:00,1.1740000000000002,44.0,van Bladeren Record,44.0,0,3053,364.0,
1911,1912-02-22 06:48:00,1.219,82.0,van Bladeren Record,82.0,0,2634,364.0,
1912,1912-11-15 00:12:00,1.103,37.0,van Bladeren Record,37.0,0,2419,346.0,
1913,1913-11-13 16:12:00,1.219,92.0,van Bladeren Record,92.0,0,2275,350.0,
1914,1914-11-26 00:00:00,1.524,271.0,van Bladeren Record,271.0,0,2468,361.0,
1915,1915-11-16 14:24:00,1.17,44.0,van Bladeren Record,44.0,0,1598,348.0,
1916,1916-12-29 00:06:00,1.219,136.0,van Bladeren Record,136.0,0,1506,342.0,
1917,1918-03-07 23:00:00,1.265,134.0,van Bladeren Record,134.0,0,2002,360.0,
1918,1918-11-30 03:00:00,0.96,26.0,van Bladeren Record,26.0,0,1409,342.0,
1919,1920-01-15 23:36:00,0.7929999999999999,15.0,van Bladeren Record,15.0,0,1342,330.0,
1920,1920-10-28 21:00:00,1.219,49.0,van Bladeren Record,49.0,0,1560,364.0,Excluded: Duplicated 9.1 Percent
1921,1922-08-24 04:42:00,0.732,12.0,van Bladeren Record,12.0,0,1343,353.0,
1922,1922-11-05 03:36:00,1.204,47.0,van Bladeren Record,47.0,0,1784,365.0,
1923,1923-12-16 22:24:00,1.219,131.0,van Bladeren Record,131.0,0,1802,361.0,
1924,1925-01-07 22:24:00,1.158,43.0,van Bladeren Record,43.0,0,1729,362.0,
1925,1925-12-08 09:24:00,1.219,87.0,van Bladeren Record,87.0,0,1582,364.0,
1926,1926-11-25 15:48:00,0.988,28.0,van Bladeren Record,28.0,0,1647,364.0,
1927,1927-10-16 19:00:00,1.219,271.0,van Bladeren Record,271.0,0,1512,360.0,
1928,1929-01-21 18:00:00,0.975,28.0,van Bladeren Record,28.0,0,1636,364.0,
1929,1929-10-04 18:00:00,1.219,98.0,van Bladeren Record,98.0,0,1550,350.0,
1930,1931-01-03 14:36:00,1.219,141.0,van Bladeren Record,141.0,0,1441,355.0,
1931,1932-01-03 20:00:00,1.146,42.0,van Bladeren Record,42.0,0,1096,345.0,
1932,1932-12-26 09:12:00,1.143,42.0,van Bladeren Record,42.0,0,1446,351.0,
1933,1933-11-24 20:00:00,1.219,131.0,van Bladeren Record,131.0,0,1343,361.0,
1934,1934-11-09 22:00:00,0.857,139.0,van Bladeren Record,139.0,0,935,338.0,
1935,1936-02-13 02:24:00,1.219,41.0,van Bladeren Record,41.0,0,814,315.0,
1936,1936-11-09 07:00:00,1.219,95.0,van Bladeren Record,95.0,0,1228,364.0,
1937,1938-01-26 21:00:00,1.219,49.0,van Bladeren Record,49.0,0,1076,355.0,Excluded: Duplicated 9.1 Percent
1938,1939-02-05 19:00:00,1.219,112.0,van Bladeren Record,112.0,0,1241,351.0,
1939,1939-11-28 06:12:00,1.219,154.0,van Bladeren Record,154.0,0,1379,358.0,
1940,1941-03-23 07:48:00,1.036,32.0,van Bladeren Record,32.0,0,1298,327.0,
1941,1941-12-05 17:48:00,1.128,40.0,van Bladeren Record,40.0,0,1789,356.0,
1942,1943-02-28 15:36:00,1.219,49.0,van Bladeren Record,49.0,0,2128,361.0,Excluded: Duplicated 9.1 Percent
1943,1943-12-28 21:36:00,1.177,45.0,van Bladeren Record,45.0,0,2236,353.0,
1944,1945-02-02 10:00:00,1.155,84.0,van Bladeren Record,84.0,0,2023,364.0,
1945,1946-01-28 04:00:00,1.25,52.0,van Bladeren Record,52.0,0,1585,365.0,
1946,1947-02-22 10:00:00,1.219,101.0,van Bladeren Record,101.0,0,2341,365.0,
1947,1948-03-24 20:00:00,1.621,83.0,van Bladeren Record,83.0,0,2347,365.0,
1948,1949-03-07 15:00:00,1.228,50.0,van Bladeren Record,50.0,0,2190,365.0,
1949,1949-11-17 17:12:00,1.6340000000000001,84.0,van Bladeren Record,84.0,0,2510,365.0,
1950,1950-12-30 23:00:00,1.082,36.0,van Bladeren Record,36.0,0,1844,304.0,
