,GEV,GLO,GPA,LNO,LP3,PE3
2,106.25590779,107.864442701,99.868864829,97.1245604621,101.269183798,77.5894216712
5,263.291238089,261.871629904,276.37433871,277.616435187,290.910091451,313.647386608
10,434.33914672,426.85034574,466.928701947,482.615444951,497.402273696,568.154060058
20,677.825027084,662.795247944,726.454359573,762.718754894,768.590177175,858.512963145
50,1171.23530252,1148.21002686,1218.98438542,1277.48792741,1243.82900313,1276.41721482
100,1741.70261033,1720.04262335,1750.71716055,1802.1626625,1706.12683509,1609.74700919
200,2568.45769503,2563.95775991,2474.91101159,2469.50002806,2270.59160388,1953.54219592
