Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1961,1962-05-26 09:42:00,0.021,0.023,,0.023,0,20,20.0,Excluded: Less than 91 days (1 Hydroquarter)
1962,1962-10-31 19:42:00,0.718,15.0,van Bladeren Record,15.0,0,445,136.0,
1963,1963-11-13 22:42:00,1.6,119.0,van Bladeren Record,119.0,0,378,125.0,
1964,1964-12-29 13:30:00,0.983,34.0,van Bladeren Record,34.0,0,725,199.0,
1965,1966-02-04 23:42:00,2.09,236.0,van Bladeren Record,236.0,0,360,117.0,
1966,1967-04-10 07:54:00,2.86,396.0,van Bladeren Record,396.0,0,1461,285.0,
1967,1968-01-20 19:06:00,0.525,7.0,van Bladeren Record,7.0,0,1917,354.0,
1968,1969-03-11 21:18:00,0.889,27.0,van Bladeren Record,27.0,0,2014,357.0,
1969,1969-12-08 20:42:00,1.3259999999999998,74.0,van Bladeren Record,74.0,0,2094,365.0,
1970,1971-04-19 03:12:00,0.7390000000000001,17.0,van Bladeren Record,17.0,0,1572,339.0,
1971,1971-12-02 05:00:00,1.515,104.0,van Bladeren Record,104.0,0,1177,279.0,
1972,1972-12-17 13:42:00,0.941,31.0,van Bladeren Record,31.0,0,957,312.0,
1973,1973-12-06 12:12:00,1.5490000000000002,110.0,van Bladeren Record,110.0,0,1490,359.0,
1974,1975-01-26 04:42:00,1.808,163.0,van Bladeren Record,163.0,0,1253,321.0,
1975,1976-02-11 18:48:00,1.335,75.0,van Bladeren Record,75.0,0,1984,348.0,
1976,1977-02-04 06:30:00,1.23,61.0,van Bladeren Record,61.0,0,3955,364.0,
1977,1978-03-05 22:18:00,1.66,1217.0,van Bladeren Record,1217.0,0,3571,358.0,
1978,1979-03-02 23:54:00,0.677,13.0,van Bladeren Record,13.0,0,4336,365.0,
1979,1980-01-08 00:36:00,1.28,67.0,van Bladeren Record,67.0,0,3717,366.0,
1980,1981-01-25 00:42:00,0.903,28.0,van Bladeren Record,28.0,0,3557,365.0,
1981,1982-02-07 03:07:00,1.12,48.0,van Bladeren Record,48.0,0,2916,365.0,
1982,1982-11-27 23:12:00,0.847,23.0,van Bladeren Record,23.0,0,1804,362.0,
1983,1983-11-16 04:48:00,0.838,23.0,van Bladeren Record,23.0,0,1551,346.0,
1984,1985-02-07 19:24:00,0.8029999999999999,20.0,van Bladeren Record,20.0,0,1212,337.0,
1985,1985-10-31 22:42:00,1.087,44.0,van Bladeren Record,44.0,0,1391,361.0,
1986,1987-03-22 04:42:00,1.87,177.0,van Bladeren Record,177.0,0,1657,362.0,
1987,1988-03-18 05:06:00,0.8959999999999999,27.0,van Bladeren Record,27.0,0,1738,345.0,
1988,1989-02-18 08:30:00,0.6579999999999999,12.0,van Bladeren Record,12.0,0,2041,365.0,
1989,1989-11-25 18:36:00,1.01,37.0,van Bladeren Record,37.0,0,1916,365.0,
1990,1991-03-16 22:42:00,1.064,42.0,van Bladeren Record,42.0,0,1620,365.0,
1991,1991-12-08 20:00:00,0.466,6.0,van Bladeren Record,6.0,0,1866,366.0,
1992,1993-01-29 19:30:00,0.7,14.0,van Bladeren Record,14.0,0,2246,365.0,
1993,1994-02-12 19:54:00,0.917,29.0,van Bladeren Record,29.0,0,1782,365.0,
1994,1994-12-27 07:24:00,0.642,11.27,,11.27,0,1873,365.0,
1995,1996-01-19 07:00:00,1.5390000000000001,101.334,,101.334,0,1902,366.0,
1996,1997-01-11 01:18:00,1.207,54.805,,54.805,0,2232,365.0,
1997,1998-02-17 09:42:00,0.8029999999999999,19.587,,19.587,0,2385,365.0,
1998,1998-12-31 12:36:00,1.069,40.324,,40.324,0,2440,362.0,
1999,2000-02-11 05:39:00,1.4969999999999999,94.485,,94.485,0,2115,356.0,
2000,2000-10-22 04:04:00,0.9009999999999999,26.188000000000002,,26.188000000000002,0,2158,357.0,
2001,2001-11-07 20:25:00,0.635,11.015,,11.015,0,2282,349.0,
2002,2003-02-20 17:01:00,0.664,12.149000000000001,,12.149000000000001,0,1669,354.0,
2003,2004-03-14 00:56:00,0.929,28.309,,28.309,0,6489,341.0,
2004,2005-01-19 02:01:00,0.863,23.487,,23.487,0,1515,345.0,
2005,2006-03-01 02:43:00,1.314,67.957,,67.957,0,5391,359.0,
2006,2006-12-30 11:34:00,0.57,8.767000000000001,,8.767000000000001,0,36253,365.0,
2007,2008-01-23 15:00:00,1.351,72.94,,72.94,0,27948,366.0,
2008,2009-02-04 16:07:00,1.0090000000000001,34.849000000000004,,34.849000000000004,0,30699,365.0,
2009,2010-04-23 19:53:00,0.695,13.610999999999999,,13.610999999999999,0,31767,365.0,
2010,2010-12-16 11:11:00,1.442,85.945,,85.945,0,30284,365.0,
2011,2011-12-14 03:27:00,0.843,22.141,,22.141,0,33186,366.0,
2012,2012-11-25 01:26:00,0.7290000000000001,15.350999999999999,,15.350999999999999,0,38305,365.0,
2013,2014-03-10 22:36:00,1.4280000000000002,83.85,,83.85,0,35126,365.0,
2014,2014-12-28 22:44:00,0.8270000000000001,21.096,,21.096,0,35281,365.0,
2015,2016-01-12 07:17:00,0.894,25.678,,25.678,0,29515,366.0,
2016,2017-01-08 03:47:00,0.958,30.574,,30.574,0,34369,365.0,
2017,2018-03-23 12:11:00,1.599,111.234,,111.234,0,23513,232.0,
