Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1939,1940-08-01 08:00:00,-20.42,0.0,,0.0,0,8,8.0,Excluded: Less than 91 days (1 Hydroquarter)
1940,1941-05-01 08:00:00,-8.539,0.0,,0.0,0,12,12.0,Excluded: Less than 91 days (1 Hydroquarter)
1941,1942-04-01 08:00:00,-2.208,0.0,,0.0,0,12,12.0,Excluded: Less than 91 days (1 Hydroquarter)
1942,1943-05-01 08:00:00,0.032,0.885,,0.885,0,12,12.0,
1943,1944-03-01 08:00:00,0.09300000000000001,4.489,,4.489,0,12,12.0,Excluded: Less than 91 days (1 Hydroquarter)
1944,1944-11-01 08:00:00,0.051,1.821,,1.821,0,12,12.0,Excluded: Less than 91 days (1 Hydroquarter)
1945,1946-04-01 08:00:00,0.032,0.885,,0.885,0,12,12.0,
1946,1947-03-31 08:00:00,0.166,10.704,,10.704,0,332,322.0,
1947,1948-05-17 08:00:00,-0.242,0.0,,0.0,0,314,314.0,
1948,1949-03-21 08:00:00,-2.0069999999999997,0.0,,0.0,0,294,294.0,
1949,1950-01-19 07:00:00,-2.193,0.0,,0.0,0,326,326.0,
1950,1950-10-01 07:00:00,-7.093999999999999,0.0,,0.0,0,319,319.0,
1951,1951-11-05 08:00:00,-10.422,0.0,,0.0,0,284,284.0,
1952,1953-04-20 07:00:00,-3.5460000000000003,0.0,,0.0,0,290,290.0,
1953,1954-03-29 07:00:00,-5.9479999999999995,0.0,,0.0,0,304,304.0,
1954,1955-02-04 07:00:00,0.55,67.77199999999999,,67.77199999999999,0,306,306.0,
1955,1956-02-26 07:00:00,0.496,57.574,,57.574,0,314,314.0,
1956,1957-07-03 08:00:00,0.337,31.77,,31.77,0,341,341.0,
1957,1957-10-12 08:00:00,0.221,16.642,,16.642,0,326,326.0,
1958,1958-12-07 08:00:00,0.063,2.484,,2.484,0,349,341.0,
1959,1959-10-01 08:00:00,-4.936,0.0,,0.0,0,309,309.0,
1960,1960-12-19 18:00:00,0.368,36.266,,36.266,0,324,312.0,
1961,1962-05-14 08:00:00,-0.7659999999999999,0.0,,0.0,0,329,329.0,
1962,1963-02-11 08:00:00,-6.557,0.0,,0.0,0,284,284.0,
1963,1963-12-17 08:00:00,-9.325,0.0,,0.0,0,267,267.0,
1964,1965-02-10 08:00:00,-9.173,0.0,,0.0,0,271,271.0,
1965,1966-02-25 08:00:00,-1.0190000000000001,0.0,,0.0,0,259,259.0,
1966,1967-01-14 08:00:00,0.672,92.771,,92.771,0,280,280.0,
1967,1968-05-28 08:00:00,-0.392,0.0,,0.0,0,289,289.0,
1968,1968-10-01 08:00:00,-3.989,0.0,,0.0,0,291,291.0,
1969,1969-10-01 08:00:00,-10.634,0.0,,0.0,0,256,256.0,
1970,1971-04-08 17:48:00,0.732,106.15700000000001,,106.15700000000001,0,245,236.0,
