Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1934,1935-04-18 08:00:00,-7.119,0.0,,0.0,0,220,220.0,
1935,1936-05-24 08:00:00,0.12,4.567,,4.567,0,266,265.0,
1936,1937-02-15 04:00:00,0.318,20.846,,20.846,0,411,314.0,
1937,1938-04-25 07:00:00,-1.411,0.0,,0.0,0,350,323.0,
1938,1939-02-12 11:00:00,0.501,42.063,,42.063,0,305,274.0,
1939,1939-11-28 06:00:00,0.218,11.53,,11.53,0,309,283.0,
1940,1940-12-31 22:00:00,0.455,36.63,,36.63,0,335,306.0,
1941,1942-04-22 07:00:00,-3.4,0.0,,0.0,0,331,331.0,
1942,1942-12-16 08:00:00,0.12,4.567,,4.567,0,284,284.0,
1943,1944-02-06 08:00:00,0.608,54.995,,54.995,0,221,221.0,
1944,1945-03-08 08:00:00,0.18100000000000002,8.597000000000001,,8.597000000000001,0,278,278.0,
1945,1946-02-14 08:00:00,0.135,5.502000000000001,,5.502000000000001,0,332,332.0,
1946,1946-10-01 07:00:00,-4.452,0.0,,0.0,0,344,344.0,
1947,1948-04-02 18:00:00,0.22699999999999998,12.269,,12.269,0,303,298.0,
1948,1948-12-05 07:00:00,-0.7490000000000001,0.0,,0.0,0,352,352.0,
1949,1949-12-19 12:00:00,0.303,19.352999999999998,,19.352999999999998,0,327,318.0,
1950,1951-06-09 08:00:00,-1.181,0.0,,0.0,0,362,357.0,
1951,1951-11-05 08:00:00,-3.623,0.0,,0.0,0,347,347.0,
1952,1953-04-22 08:00:00,-1.9069999999999998,0.0,,0.0,0,357,357.0,
1953,1954-02-10 08:00:00,-5.9910000000000005,0.0,,0.0,0,347,347.0,
1954,1955-02-10 11:00:00,0.39299999999999996,27.969,,27.969,0,351,343.0,
1955,1956-03-30 08:00:00,0.018000000000000002,0.442,,0.442,0,351,349.0,
1956,1957-07-10 08:00:00,0.003,0.076,,0.076,0,349,349.0,
1957,1958-01-20 08:00:00,0.37799999999999995,26.44,,26.44,0,329,329.0,
1958,1959-02-23 08:00:00,-1.375,0.0,,0.0,0,348,348.0,
1959,1960-07-18 08:00:00,-6.388999999999999,0.0,,0.0,0,366,366.0,
1960,1961-06-07 08:00:00,-0.003,0.0,,0.0,0,338,338.0,
1961,1961-12-18 08:00:00,-2.503,0.0,,0.0,0,364,364.0,
1962,1962-10-01 08:00:00,-7.227,0.0,,0.0,0,365,365.0,
1963,1963-10-07 08:00:00,-8.474,0.0,,0.0,0,365,365.0,
1964,1965-01-25 08:00:00,-5.185,0.0,,0.0,0,341,341.0,
1965,1966-02-21 08:00:00,-6.343,0.0,,0.0,0,275,275.0,
1966,1967-02-10 18:00:00,0.218,6.457999999999999,,6.457999999999999,0,330,316.0,
1967,1967-10-01 08:00:00,-1.205,0.0,,0.0,0,340,340.0,
1968,1969-06-16 08:00:00,-6.081,0.0,,0.0,0,327,327.0,
1969,1970-03-01 08:00:00,-8.809,0.0,,0.0,0,347,347.0,
1970,1971-05-24 08:00:00,-0.168,0.0,,0.0,0,330,330.0,
1971,1972-03-01 08:00:00,0.076,2.19,,2.19,0,346,346.0,
1972,1973-05-07 08:00:00,-4.76,0.0,,0.0,0,309,308.0,
1973,1974-04-03 08:00:00,0.228,11.527000000000001,,11.527000000000001,0,320,319.0,
1974,1975-03-27 23:48:00,0.258,13.905999999999999,,13.905999999999999,0,280,277.0,
1975,1976-03-21 08:00:00,0.319,19.090999999999998,,19.090999999999998,0,201,199.0,
1976,1977-03-06 08:00:00,0.41100000000000003,27.991999999999997,,27.991999999999997,0,218,210.0,
1977,1978-02-18 08:00:00,0.38,24.897,,24.897,0,234,228.0,
1978,1978-10-01 08:00:00,-1.205,0.0,,0.0,0,342,334.0,
1979,1980-03-28 08:00:00,0.05,1.192,,1.192,0,333,332.0,
1980,1981-04-01 08:00:00,0.06,1.555,,1.555,0,329,329.0,
1981,1981-10-07 08:00:00,-4.12,0.0,,0.0,0,325,325.0,
1982,1982-10-04 08:00:00,-9.24,0.0,,0.0,0,259,259.0,
1983,1984-04-24 08:00:00,-8.1,0.0,,0.0,0,273,273.0,
1984,1985-04-14 08:00:00,-4.54,0.0,,0.0,0,301,301.0,
1985,1985-10-01 08:00:00,-8.17,0.0,,0.0,0,261,261.0,
1986,1987-01-26 08:00:00,-9.26,0.0,,0.0,0,268,268.0,
1987,1988-05-15 08:00:00,-3.05,0.0,,0.0,0,322,322.0,
1988,1989-07-01 08:00:00,-2.15,0.0,,0.0,0,339,339.0,
1989,1990-06-04 08:00:00,-0.24,0.0,,0.0,0,339,339.0,
1990,1991-03-18 08:00:00,0.36,22.927,,22.927,0,307,307.0,
1991,1991-10-01 08:00:00,-0.76,0.0,,0.0,0,353,353.0,
1992,1993-01-04 08:00:00,-7.31,0.0,,0.0,0,298,298.0,
1993,1994-04-27 08:00:00,-4.27,0.0,,0.0,0,334,334.0,
1994,1995-06-04 08:00:00,-4.19,0.0,,0.0,0,325,325.0,
1995,1996-02-14 08:00:00,0.23,11.694,,11.694,0,243,243.0,
1996,1997-03-06 08:00:00,0.22,10.955,,10.955,0,234,234.0,
1997,1997-10-15 08:00:00,0.16,6.756,,6.756,0,303,303.0,
1998,1999-01-12 08:00:00,0.09,2.8710000000000004,,2.8710000000000004,0,320,320.0,
1999,2000-02-11 08:00:00,0.38,24.824,,24.824,0,237,237.0,
2000,2000-12-12 08:00:00,0.08,2.373,,2.373,0,225,225.0,
2001,2001-11-27 08:00:00,0.07,1.95,,1.95,0,252,252.0,
2002,2002-10-01 08:00:00,-1.49,0.0,,0.0,0,349,349.0,
2003,2004-08-29 08:00:00,-1.48,0.0,,0.0,0,301,301.0,
2004,2005-03-30 08:00:00,0.09,2.8710000000000004,,2.8710000000000004,0,245,245.0,
2005,2006-02-11 08:00:00,0.18,8.081,,8.081,0,222,222.0,
2006,2006-12-31 08:00:00,0.06,1.548,,1.548,0,365,365.0,
2007,2008-01-23 08:00:00,0.16,6.769,,6.769,0,366,366.0,
2008,2008-11-13 08:00:00,0.21,10.19,,10.19,0,165,165.0,
2009,2010-01-26 08:00:00,0.21,10.19,,10.19,0,143,143.0,
2010,2011-01-17 08:00:00,0.28,15.709000000000001,,15.709000000000001,0,146,146.0,
2011,2012-03-14 08:00:00,0.21,10.19,,10.19,0,175,175.0,
2012,2013-01-19 08:00:00,0.098,3.237,,3.237,0,183,183.0,
2013,2014-02-02 08:00:00,0.16,6.769,,6.769,0,172,172.0,
2014,2014-12-28 08:00:00,0.12,4.391,,4.391,0,226,226.0,
2015,2015-10-01 08:00:00,-0.68,0.0,,0.0,0,265,265.0,
2016,2017-02-22 08:00:00,0.28,15.709000000000001,,15.709000000000001,0,210,210.0,
2017,2018-03-23 08:00:00,0.08,2.386,,2.386,0,160,160.0,
