,GEV,GLO,GPA,LNO,LP3,PE3
2,19.649157503,20.050222653,18.5973586382,18.9297106511,18.3573115356,17.6320651766
5,43.9371725407,43.1964443009,46.7536006536,45.584703413,47.5070251756,48.9897100781
10,66.3881136641,64.5230657619,71.502457632,70.0151084176,75.0265211489,75.4307739653
20,94.4079102666,91.8044759653,99.6798841927,98.9554461456,107.240508557,103.050393659
50,143.25847605,141.388925948,143.006288689,145.180135328,156.938065076,140.676411133
100,192.182126665,193.382332813,181.089460004,186.97539814,199.825214532,169.708227673
200,254.756118542,262.756864097,224.448462961,235.381093486,247.180520407,199.091411324
