,GEV,GLO,GPA,LNO,LP3,PE3
2,3.66034264082,3.74387360245,3.42366927051,3.46224297842,3.27599610018,3.08468328745
5,9.15579253763,9.01976849692,9.74718977239,9.57010148554,10.8113358607,10.470883283
10,14.4607420423,14.0721168566,15.6279779445,15.4698280403,17.6305626355,17.0306831985
20,21.3148076673,20.7215016863,22.6596307992,22.7051745633,24.7835705482,24.0183357405
50,33.7457552434,33.193745011,34.1098355767,34.6611199514,34.1503899416,33.6603424
100,46.6760461017,46.6663237026,44.7583704877,45.7909439944,40.8840704841,41.1602368204
200,63.7669150702,65.1102205672,57.490813608,58.9773340048,47.1719964164,48.7869260641
