,GEV,GLO,GPA,LNO,LP3,PE3
2,171.567336139,174.849763139,162.80520826,165.263410671,161.075568779,153.735481856
5,374.01977922,368.131773729,397.085641753,388.139267315,395.613298573,417.67835516
10,563.169274833,547.905193057,605.92521129,595.023298167,621.037369541,642.964038688
20,801.256216219,779.474615353,846.609957539,842.158169228,892.679633576,879.389857373
50,1220.39471799,1203.60169469,1222.00249994,1240.14039976,1329.22633248,1202.46620688
100,1644.09446282,1651.57039334,1556.63060266,1602.52670651,1722.95703939,1452.23749059
200,2190.41423652,2253.04734885,1942.28491218,2024.53661369,2175.65973672,1705.32513418
