Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1972,1973-09-29 16:24:00,0.716,8.707,,8.707,0.0,495,73.0,Excluded: Less than 91 days (1 Hydroquarter)
1973,1974-02-23 22:24:00,1.71,56.3,van Bladeren Record,56.3,0.0,1621,312.0,
1974,1975-03-27 16:30:00,1.23,27.6,van Bladeren Record,27.6,0.0,1524,328.0,
1975,1976-03-21 11:36:00,1.36,34.3,van Bladeren Record,34.3,0.0,1510,318.0,
1976,1977-03-07 00:00:00,1.52,43.7,van Bladeren Record,43.7,0.0,1669,326.0,
1977,1978-03-09 20:42:00,1.32,32.2,van Bladeren Record,32.2,0.0,2934,350.0,
1978,1979-03-02 05:30:00,1.47,40.6,van Bladeren Record,40.6,0.0,3160,355.0,
1979,1979-11-25 17:54:00,1.05,19.5,van Bladeren Record,19.5,0.0,3098,363.0,
1980,1981-03-01 04:36:00,1.38,35.4,van Bladeren Record,35.4,0.0,2596,358.0,
1981,1982-03-16 17:12:00,0.35200000000000004,1.3,van Bladeren Record,1.3,0.0,2673,346.0,
1982,1982-12-09 20:36:00,0.306,0.8,van Bladeren Record,0.8,0.0,1590,329.0,
1983,1984-01-09 21:30:00,0.718,8.8,van Bladeren Record,8.8,0.0,1379,304.0,
1984,1985-01-17 08:06:00,1.35,33.8,van Bladeren Record,33.8,0.0,1097,290.0,
1985,1986-02-05 21:00:00,0.358,1.4,van Bladeren Record,1.4,0.0,572,206.0,
1986,1987-09-27 15:12:00,0.601,5.8,van Bladeren Record,5.8,0.0,1019,202.0,
1987,1988-03-12 13:24:00,1.3559999999999999,34.1,van Bladeren Record,34.1,0.0,1746,325.0,
1988,1989-02-17 07:00:00,0.7140000000000001,8.6,van Bladeren Record,8.6,0.0,1641,336.0,
1989,1990-03-13 22:54:00,0.595,5.7,van Bladeren Record,5.7,0.0,1594,348.0,
1990,1991-03-18 04:54:00,1.127,22.8,van Bladeren Record,22.8,0.0,1093,282.0,
1991,1991-11-13 13:24:00,0.452,2.8,van Bladeren Record,2.8,0.0,1155,263.0,
1992,1992-12-22 12:30:00,0.7240000000000001,8.9,van Bladeren Record,8.9,0.0,1211,284.0,
1993,1994-02-05 12:36:00,0.7340000000000001,9.2,van Bladeren Record,9.2,0.0,1531,329.0,
1994,1995-03-26 12:24:00,1.033,18.859,,18.859,0.0,1311,301.0,
1995,1995-12-17 10:18:00,2.156,56.263000000000005,,86.7898888888887,26.08187134502925,1245,289.0,Excluded: RT exceeded 26.1%
1996,1997-03-07 09:00:00,2.2119999999999997,56.263000000000005,,90.62588888888862,29.356725146198816,1367,305.0,Excluded: RT exceeded 29.4%
1997,1998-01-01 22:00:00,0.81,11.399000000000001,,11.399000000000001,0.0,1882,360.0,
1998,1998-12-31 14:54:00,1.22,27.072,,27.072,0.0,1939,347.0,
1999,2000-02-08 17:09:00,1.794,56.263000000000005,,61.99288888888884,4.912280701754391,1365,279.0,
2000,2001-02-28 01:51:00,0.818,11.64,,11.64,0.0,1694,338.0,
2001,2002-02-16 22:42:00,0.674,7.593999999999999,,7.593999999999999,0.0,1943,347.0,
2002,2003-02-20 13:59:00,0.662,7.292000000000001,,7.292000000000001,0.0,2250,346.0,
2003,2004-02-24 16:46:00,1.2109999999999999,26.644000000000002,,26.644000000000002,0.0,1603,288.0,
2004,2005-01-24 04:51:00,1.392,36.115,,36.115,0.0,8343,308.0,
2005,2006-02-10 19:39:00,1.354,34.001999999999995,,34.001999999999995,0.0,32235,365.0,
2006,2006-11-17 10:38:00,0.693,8.09,,8.09,0.0,26520,364.0,
2007,2008-01-23 00:42:00,0.727,9.008,,9.008,0.0,27866,366.0,
2008,2008-11-13 00:51:00,1.683,54.378,,54.378,0.0,27921,365.0,
2009,2009-12-10 01:21:00,1.319,32.09,,32.09,0.0,6167,293.0,
2010,2010-12-16 04:43:00,2.6310000000000002,56.263000000000005,,119.32738888888846,53.859649122807035,11594,352.0,Excluded: RT exceeded 53.9%
2011,2011-12-27 05:09:00,0.7859999999999999,10.687000000000001,,10.687000000000001,0.0,10070,333.0,
2012,2012-12-31 06:55:00,0.6409999999999999,6.761,,6.761,0.0,34023,365.0,
2013,2014-03-11 20:18:00,1.521,43.757,,43.757,0.0,29515,363.0,
2014,2015-03-18 21:11:00,1.3,31.113000000000003,,31.113000000000003,0.0,31107,365.0,
2015,2016-03-17 13:16:00,1.37,34.883,,34.883,0.0,29608,365.0,
2016,2017-01-30 14:53:00,1.584,47.753,,47.753,0.0,22607,328.0,
2017,2018-03-22 23:03:00,0.963,16.312,,16.312,0.0,15717,213.0,
