,GEV,GLO,GPA,LNO,LP3,PE3
2,42.4094413203,42.8787344893,41.6118230273,42.4372209247,44.6782122641,42.3691387002
5,70.4369802745,68.3615216445,75.0909923932,70.5523905823,76.4539952689,71.0634554788
10,88.5408457719,85.9784724292,92.4037222636,88.5004638538,89.7577771431,88.9940055582
20,105.575156199,104.267189537,104.914815685,105.31870074,97.8187686273,105.393215559
50,127.152528773,130.677827401,116.295000858,126.700916245,103.822474678,125.624428831
100,142.979905626,152.917815485,122.179916031,142.566385363,106.341622722,140.17932461
200,158.464139869,177.497887172,126.432666698,158.331128549,107.867993599,154.261680012
