,GEV,GLO,GPA,LNO,LP3,PE3
2,54.9151695365,55.882244028,51.5911890304,50.9494550143,63.5126611792,42.7109696387
5,134.514247491,133.374151687,141.816875675,141.445634637,181.636404019,158.051738457
10,217.703824206,213.196570949,234.49046628,238.389178225,252.280081431,273.182230893
20,332.248212438,324.076583904,355.325152343,365.754818425,303.027150643,401.081737493
50,555.6765033,544.908780542,573.163666745,590.952228024,346.186727035,582.261167867
100,804.801914408,797.275841199,796.912335804,813.061214408,366.317476094,725.445652094
200,1154.6108268,1160.03612533,1088.65240983,1088.37616089,379.440857326,872.374653678
