,GEV,GLO,GPA,LNO,LP3,PE3
2,9.14619493627,9.29594870253,8.8342956553,9.07303134943,9.37981408159,8.96031064911
5,16.9851073345,16.5591422972,18.1378380634,17.2463353359,18.5814454463,17.716226829
10,23.002446221,22.2864056631,24.4436478674,23.3751512203,24.1844357848,23.9349950747
20,29.4841484064,28.8248029323,30.1816190392,29.7436206449,28.8109938455,29.9853893969
50,39.0453580508,39.3051688748,36.9815954385,38.6944085932,33.681430654,37.8242017155
100,47.1903196935,49.0589460263,41.5905235183,45.9418310582,36.5931252874,43.6719287657
200,56.2490462286,60.8030885531,45.7844172887,53.6458074152,38.9651149642,49.4682952594
