,GEV,GLO,GPA,LNO,LP3,PE3
2,60.8240125091,61.5532593773,57.0939935073,54.1692222262,58.176894099,39.7783051524
5,156.464730787,156.194341183,163.444390467,165.381108365,170.738471443,188.950006958
10,266.057118016,262.689845782,285.278423917,301.815394183,300.944675993,369.795178763
20,428.576711268,420.690424061,460.073867981,498.187202331,481.581592217,584.439268282
50,773.764326423,759.340379262,812.842126998,878.098818808,819.32670569,900.473708387
100,1191.019814,1173.81678421,1216.97018949,1282.55264268,1169.21314884,1155.78903382
200,1819.71302987,1806.1613627,1796.77323912,1814.8834455,1620.46114038,1420.93449874
