Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1954,1955-02-11 08:00:00,1.376,0.0,,329.2,0,152,151.0,
1955,1956-02-26 08:00:00,0.762,126.679,,126.679,0,211,209.0,
1956,1957-03-17 08:00:00,0.061,1.227,,1.227,0,239,238.0,
1957,1957-10-11 15:00:00,0.27399999999999997,23.678,,23.678,0,201,195.0,
1958,1958-12-12 08:00:00,0.152,8.857999999999999,,8.857999999999999,0,272,267.0,
1959,1960-04-27 08:00:00,-1.89,0.0,,0.0,0,261,261.0,
1960,1961-04-10 08:00:00,0.366,38.269,,38.269,0,215,215.0,
1961,1962-04-26 00:00:00,0.488,61.798,,61.798,0,292,291.0,
1962,1963-02-28 08:00:00,-1.235,0.0,,0.0,0,235,235.0,
1963,1964-02-19 08:00:00,-1.646,0.0,,0.0,0,270,270.0,
1964,1965-01-17 08:00:00,-3.3680000000000003,0.0,,0.0,0,255,255.0,
1965,1966-02-24 08:00:00,-0.213,0.0,,0.0,0,312,312.0,
1966,1967-01-20 08:00:00,0.564,78.372,,78.372,0,212,204.0,
1967,1967-10-01 08:00:00,-0.122,0.0,,0.0,0,238,238.0,
1968,1968-10-01 08:00:00,-2.103,0.0,,0.0,0,254,254.0,
1969,1969-10-01 08:00:00,-4.511,0.0,,0.0,0,231,231.0,
1970,1971-04-15 08:00:00,0.061,1.227,,1.227,0,266,266.0,
1971,1972-03-28 08:00:00,0.061,1.227,,1.227,0,219,219.0,
1972,1972-10-01 08:00:00,-0.884,0.0,,0.0,0,278,278.0,
1973,1974-02-24 08:00:00,0.107,3.404,,3.404,0,180,180.0,
1974,1975-04-16 08:00:00,0.213,15.589,,15.589,0,149,149.0,
1975,1976-03-20 08:00:00,0.701,110.947,,110.947,0,140,140.0,
1976,1977-04-01 19:42:00,0.193,13.238,,13.238,0,266,160.0,
1977,1978-01-26 15:30:00,0.418,47.782,,47.782,0,284,183.0,
1978,1978-10-20 08:00:00,0.066,1.3719999999999999,,1.3719999999999999,0,269,256.0,
1979,1979-11-25 22:42:00,0.14400000000000002,7.6339999999999995,,7.6339999999999995,0,313,177.0,
1980,1981-01-25 14:36:00,0.521,68.959,,68.959,0,430,223.0,
1981,1982-04-16 09:00:00,0.046,0.875,,0.875,0,344,191.0,
1982,1982-11-08 09:54:00,-1.6019999999999999,0.0,,0.0,0,280,164.0,
1983,1983-10-03 22:24:00,-2.9810000000000003,0.0,,0.0,0,178,175.0,
1984,1985-03-19 08:00:00,-3.674,0.0,,0.0,0,212,150.0,
1985,1986-03-20 07:42:00,-0.364,0.0,,0.0,0,404,225.0,
1986,1987-03-28 16:12:00,-1.016,0.0,,0.0,0,595,263.0,
1987,1988-04-25 19:00:00,-0.6679999999999999,0.0,,0.0,0,651,286.0,
1988,1989-05-08 08:00:00,-3.1039999999999996,0.0,,0.0,0,320,233.0,
1989,1990-04-30 14:00:00,-3.0980000000000003,0.0,,0.0,0,407,196.0,
1990,1991-03-26 10:00:00,-0.664,0.0,,0.0,0,260,187.0,
1991,1991-10-01 10:18:00,-1.474,0.0,,0.0,0,370,231.0,
1992,1993-01-02 20:36:00,-3.6260000000000003,0.0,,0.0,0,310,192.0,
1993,1994-02-16 16:54:00,-3.951,0.0,,0.0,0,305,218.0,
1994,1995-05-09 08:24:00,-3.174,0.0,,0.0,0,346,254.0,
1995,1996-02-20 11:00:00,-0.924,0.0,,0.0,0,348,204.0,
1996,1997-04-03 07:00:00,0.22699999999999998,17.342,,17.342,0,469,196.0,
1997,1997-10-01 15:48:00,-0.22,0.0,,0.0,0,585,300.0,
1998,1999-01-05 08:00:00,-2.194,0.0,,0.0,0,500,287.0,
1999,2000-02-10 08:00:00,0.606,87.875,,87.875,0,279,277.0,
2000,2001-07-21 08:00:00,-0.39399999999999996,0.0,,0.0,0,310,310.0,
2001,2001-11-26 08:00:00,0.24600000000000002,19.819000000000003,,19.819000000000003,0,250,250.0,
2002,2002-10-01 08:00:00,-0.524,0.0,,0.0,0,126,126.0,
2003,2004-04-26 08:00:00,-2.334,0.0,,0.0,0,7527,302.0,
2004,2004-10-15 22:46:00,-2.935,0.0,,0.0,0,40037,358.0,
2005,2006-04-23 06:17:00,-3.0010000000000003,0.0,,0.0,0,23531,360.0,
2006,2006-10-21 11:40:00,-3.516,0.0,,0.0,0,19652,226.0,
2007,2008-03-24 17:20:00,-0.9390000000000001,0.0,,0.0,0,5886,153.0,
2008,2009-03-23 18:05:00,0.026000000000000002,0.523,,0.523,0,170,169.0,
2009,2010-05-03 16:26:00,0.251,20.409000000000002,,20.409000000000002,0,28016,365.0,
2010,2010-12-16 16:36:00,0.436,51.269,,51.269,0,11050,312.0,
2011,2011-10-03 17:00:00,-0.284,0.0,,0.0,0,32016,337.0,
2012,2012-10-01 00:33:00,-1.238,0.0,,0.0,0,40519,365.0,
2013,2014-03-17 23:43:00,-0.608,0.0,,0.0,0,31145,365.0,
2014,2014-10-01 00:09:00,-2.349,0.0,,0.0,0,15041,218.0,
2015,2016-03-17 08:00:00,-4.6339999999999995,0.0,,0.0,0,209,209.0,
2016,2017-02-21 08:00:00,0.556,76.607,,76.607,0,18786,354.0,
2017,2017-10-01 19:06:00,-1.787,0.0,,0.0,0,8004,151.0,
