,GEV,GLO,GPA,LNO,LP3,PE3
2,22.1855579415,22.5535753181,20.8276439921,20.4031675396,20.7626496232,16.635739783
5,55.1294652847,54.7499564917,58.0056682517,58.0775060533,60.6341984963,65.3272842139
10,90.3179787383,88.6031170544,97.2145081321,99.6810728164,105.471269163,115.857190821
20,139.625926012,136.351399257,149.532305884,155.463796208,166.032149348,172.754747772
50,237.756584174,233.078496443,246.451359455,256.090391843,275.664791072,254.012612184
100,349.283311438,345.391190333,348.664527811,357.044105533,385.688510646,318.536315549
200,508.513155592,509.076906962,485.05131931,483.864847737,523.680558018,384.922577917
