Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1969,1970-03-24 12:00:00,-2.31,0.0,,0.0,0,102,60.0,
1970,1971-03-01 02:00:00,0.25,34.319,,34.319,0,262,208.0,
1971,1972-01-24 19:06:00,0.512,102.251,,102.251,0,195,125.0,
1972,1973-04-26 15:18:00,-0.757,0.0,,0.0,0,174,126.0,
1973,1974-01-25 11:30:00,0.4,70.117,,70.117,0,324,161.0,
1974,1975-01-30 21:30:00,0.9390000000000001,260.738,,260.738,0,320,160.0,
1975,1976-02-17 01:18:00,0.387,66.673,,66.673,0,250,181.0,
1976,1976-11-09 16:00:00,0.298,44.799,,44.799,0,222,147.0,
1977,1978-01-30 05:06:00,1.315,441.98699999999997,,441.98699999999997,0,359,189.0,
1978,1978-10-01 13:48:00,-0.039,0.0,,0.0,0,322,302.0,
1979,1980-02-28 08:00:00,0.19,22.651,,22.651,0,289,236.0,
1980,1981-02-11 20:48:00,0.16,17.471,,17.471,0,249,159.0,
1981,1982-02-13 16:36:00,-0.35200000000000004,0.0,,0.0,0,273,190.0,
1982,1983-01-27 16:12:00,-4.831,0.0,,0.0,0,511,274.0,
1983,1984-01-06 09:00:00,-3.4189999999999996,0.0,,0.0,0,514,273.0,
1984,1985-08-22 08:42:00,-4.896,0.0,,0.0,0,481,245.0,
1985,1986-02-07 03:18:00,-6.162999999999999,0.0,,0.0,0,489,251.0,
1986,1986-12-30 07:24:00,0.597,129.431,,129.431,0,499,222.0,
1987,1988-08-16 11:24:00,-1.6280000000000001,0.0,,0.0,0,413,246.0,
1988,1989-02-28 11:00:00,0.27699999999999997,40.094,,40.094,0,289,198.0,
1989,1989-12-15 10:54:00,0.11199999999999999,10.201,,10.201,0,252,174.0,
1990,1991-03-23 19:30:00,0.395,68.785,,68.785,0,179,134.0,
1991,1991-10-07 08:18:00,-1.19,0.0,,0.0,0,136,105.0,
1992,1993-08-25 11:30:00,-3.71,0.0,,0.0,0,264,194.0,
1993,1994-06-15 09:54:00,-0.33799999999999997,0.0,,0.0,0,230,174.0,
1994,1995-06-26 00:30:00,-1.435,0.0,,0.0,0,285,194.0,
1995,1996-02-17 07:06:00,1.073,321.091,,321.091,0,276,170.0,
1996,1997-03-13 11:54:00,0.332,52.794,,52.794,0,205,152.0,
1997,1998-01-09 16:30:00,0.134,13.368,,13.368,0,208,157.0,
1998,1998-12-08 10:54:00,0.187,22.113000000000003,,22.113000000000003,0,269,191.0,
1999,2000-02-14 13:47:00,0.833,216.456,,216.456,0,338,191.0,
2000,2000-11-01 13:19:00,0.191,22.831999999999997,,22.831999999999997,0,285,201.0,
2001,2001-12-03 01:33:00,0.221,28.471999999999998,,28.471999999999998,0,299,211.0,
2002,2002-10-02 10:05:00,-0.73,0.0,,0.0,0,387,281.0,
2003,2004-03-14 15:53:00,0.467,88.825,,88.825,0,451,268.0,
2004,2005-01-31 23:55:00,0.106,9.389,,9.389,0,223,194.0,
2005,2006-03-05 03:53:00,0.693,162.836,,162.836,0,232,174.0,
2006,2006-10-01 10:48:00,-1.04,0.0,,0.0,0,4773,224.0,
2007,2008-01-26 10:20:00,1.115,340.98699999999997,,340.98699999999997,0,33113,351.0,
2008,2009-03-26 05:02:00,0.273,39.166,,39.166,0,34141,364.0,
2009,2010-04-10 10:53:00,0.295,44.191,,44.191,0,30327,360.0,
2010,2011-01-09 23:08:00,0.493,96.50299999999999,,96.50299999999999,0,31623,362.0,
2011,2012-01-02 22:26:00,0.105,9.255,,9.255,0,30161,363.0,
2012,2012-11-30 06:16:00,0.165,18.302,,18.302,0,35775,365.0,
2013,2014-03-15 04:19:00,0.6859999999999999,160.30700000000002,,160.30700000000002,0,33903,365.0,
2014,2015-01-05 16:24:00,0.193,23.194000000000003,,23.194000000000003,0,33862,365.0,
2015,2016-03-24 05:59:00,0.12300000000000001,11.748,,11.748,0,31211,366.0,
2016,2017-02-25 13:37:00,0.5489999999999999,113.802,,113.802,0,23800,353.0,
2017,2018-03-26 16:33:00,0.81,207.26,,207.26,0,10943,214.0,
