,GEV,GLO,GPA,LNO,LP3,PE3
2,15.3779225926,15.6847140265,14.7380387304,15.2262316796,15.8817474257,14.9926546813
5,31.4372431304,30.5672842184,33.7956808092,31.9764309155,37.2027690333,32.9463564875
10,43.7817318279,42.3155583254,46.7390411169,44.5538906357,47.1714957186,45.7116067649
20,57.0932698645,55.7383959473,58.5374468974,57.6347340276,53.1780614124,58.1373104207
50,76.753289635,77.2726820645,72.5477937291,76.0354943753,57.4484689247,74.2418010006
100,93.5212018985,97.330814137,82.0631874136,90.9456532565,59.1198348832,86.258811956
200,112.189447865,121.499393733,90.7368604924,106.804248674,60.0669243784,98.1722625391
