Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1981,1982-09-02 11:18:00,0.10300000000000001,0.055,,0.055,0,74,22.0,Excluded: Less than 91 days (1 Hydroquarter)
1982,1983-03-22 12:24:00,0.828,9.0,van Bladeren Record,9.0,0,1158,283.0,
1983,1983-11-07 22:23:00,0.731,5.4,van Bladeren Record,5.4,0,1533,300.0,
1984,1985-03-02 20:12:00,0.7709999999999999,7.9,van Bladeren Record,7.9,0,1239,279.0,
1985,1985-10-31 21:48:00,0.977,12.1,van Bladeren Record,12.1,0,1314,279.0,
1986,1987-03-21 23:30:00,1.443,24.6,van Bladeren Record,24.6,0,1763,289.0,
1987,1987-12-13 05:24:00,1.63,30.6,van Bladeren Record,30.6,0,1458,301.0,
1988,1989-01-25 15:36:00,1.021,13.1,van Bladeren Record,13.1,0,1552,313.0,
1989,1990-03-08 18:48:00,2.11,49.0,van Bladeren Record,49.0,0,1455,303.0,
1990,1991-02-02 01:00:00,1.463,25.2,van Bladeren Record,25.2,0,1634,331.0,
1991,1992-02-18 03:30:00,0.542,3.4,van Bladeren Record,3.4,0,894,205.0,
1992,1993-02-22 21:49:00,0.8320000000000001,9.0,van Bladeren Record,9.0,0,796,188.0,
1993,1994-02-12 20:12:00,2.239,55.0,van Bladeren Record,55.0,0,942,242.0,
1994,1995-03-26 07:06:00,1.186,17.208,,17.208,0,1238,276.0,
1995,1996-01-19 04:54:00,2.036,45.886,,45.886,0,1493,265.0,
1996,1997-03-11 20:30:00,1.59,29.294,,29.294,0,1420,273.0,
1997,1998-02-17 09:24:00,1.641,31.022,,31.022,0,1620,321.0,
1998,1998-12-31 08:06:00,0.8859999999999999,10.136000000000001,,10.136000000000001,0,1099,164.0,
1999,2000-02-11 00:48:00,1.9,40.475,,40.475,0,3469,196.0,
2000,2000-10-22 02:24:00,1.854,38.713,,38.713,0,3510,217.0,
2001,2001-10-04 19:48:00,0.22,0.364,,0.364,0,281,15.0,Excluded: Less than 91 days (1 Hydroquarter)
2002,2003-02-20 12:36:00,1.304,20.44,,20.44,0,23334,197.0,
2003,2004-03-22 20:48:00,1.204,17.685,,17.685,0,21306,179.0,
2004,2005-01-19 01:40:00,1.8940000000000001,40.243,,40.243,0,36182,316.0,
2005,2006-01-30 21:10:00,1.796,36.544000000000004,,36.544000000000004,0,32772,288.0,
2006,2006-12-28 19:12:00,1.056,13.937999999999999,,13.937999999999999,0,38504,365.0,
2007,2008-01-23 02:48:00,1.285,19.902,,19.902,0,31747,366.0,
2008,2009-02-10 20:22:00,2.532,68.202,,68.202,0,22624,347.0,
2009,2010-04-05 13:41:00,0.917,10.788,,10.788,0,23912,365.0,
2010,2011-03-27 09:14:00,3.069,120.59100000000001,,120.59100000000001,0,29811,341.0,
2011,2012-09-06 17:23:00,1.4080000000000001,23.494,,23.494,0,28749,364.0,
2012,2012-11-25 00:22:00,1.018,13.040999999999999,,13.040999999999999,0,29447,365.0,
2013,2014-02-09 04:27:00,2.846,96.046,,96.046,0,27628,365.0,
2014,2014-12-27 19:49:00,1.817,37.323,,37.323,0,24868,365.0,
2015,2016-03-17 09:26:00,1.08,14.517999999999999,,14.517999999999999,0,18834,366.0,
2016,2017-02-21 03:29:00,1.129,15.735999999999999,,15.735999999999999,0,31044,365.0,
2017,2018-04-11 20:51:00,2.301,57.29600000000001,,57.29600000000001,0,20989,232.0,
