,GEV,GLO,GPA,LNO,LP3,PE3
2,22.0894355377,22.2975348078,20.7693188962,19.4091032031,18.7983810898,13.6831371133
5,56.9476700924,56.9682265186,59.284552877,60.1602164605,56.6599142605,68.7976653725
10,98.0829512219,97.1347817864,104.91336199,112.609750355,113.660057855,141.453558248
20,160.553347701,158.0413571,172.337167744,190.599058146,215.528434852,230.127881004
50,296.92286182,291.806147003,313.248396749,346.421819411,476.170060025,362.7287022
100,466.078368762,459.275982419,480.185239798,516.888136891,843.768676741,470.760956568
200,726.782702984,719.868865799,726.860914617,746.111418335,1469.4244738,583.45057151
