,GEV,GLO,GPA,LNO,LP3,PE3
2,21.0259801598,21.2703496882,20.6372399787,21.0624449084,19.8686523254,21.0400399699
5,36.708487468,35.4864988445,39.3528288736,36.6843267962,39.1235784099,36.8840906818
10,46.4661164526,45.0529992118,48.4427084073,46.3385114381,49.549645494,46.5234075411
20,55.3836247501,54.7938897949,54.6722984829,55.1999246878,57.2573891366,55.2162866047
50,66.3163744404,68.565810341,60.0066245038,66.2431447853,64.3814746781,65.8140182569
100,74.0804447824,79.9285141085,62.5974262785,74.2951303682,68.1029709146,73.3680214039
200,81.4692837769,92.2697371084,64.3729869957,82.1889679825,70.8059301911,80.6298597663
