,GEV,GLO,GPA,LNO,LP3,PE3
2,57.3900712106,58.3148409958,53.7495056141,52.2339656674,48.8689355119,41.2158964305
5,146.760724437,145.928580238,154.245779216,154.898263275,151.177841167,175.316418615
10,243.896707525,239.590696407,262.463380682,271.13717949,281.910537854,319.266610606
20,381.929633215,373.336446132,409.520072359,429.627411629,479.839951394,483.249990398
50,661.089148646,648.024238383,687.867506178,720.293153027,889.770855181,719.058890538
100,983.236677891,971.097486888,987.600924962,1016.02940489,1358.13684418,907.050733712
200,1449.34280766,1447.23010184,1394.90809454,1391.65748944,2015.95252955,1100.8915789
