,GEV,GLO,GPA,LNO,LP3,PE3
2,45.8355434393,45.6972449425,46.4387826639,-1.0,48.3717099484,45.8664392112
5,62.5371568264,60.7534108753,65.2479746291,-1.0,64.8519577819,61.9135471435
10,69.8140854944,68.7934563835,69.8820368276,-1.0,68.366837631,69.3635819193
20,74.8704073291,75.7396700008,71.6869817834,-1.0,69.6091660076,75.0507630295
50,79.4411613742,83.9519027867,72.507423192,-1.0,70.1194394977,80.9656156864
100,81.8305550064,89.6457608386,72.7095571553,-1.0,70.2320498732,84.632059955
200,83.5847472994,94.9801809065,72.7882873626,-1.0,70.2721481876,87.799418371
