Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1962,1963-09-05 16:00:00,0.0,0.0,,0.0,0.0,4,4.0,Excluded: Duplicated 12.5 Percent
1963,1963-11-23 23:36:00,1.32,47.8,van Bladeren Record,47.8,0.0,270,100.0,
1964,1965-01-15 09:42:00,1.58,72.1,van Bladeren Record,72.1,0.0,719,135.0,
1965,1966-02-16 15:54:00,1.218,39.8,van Bladeren Record,39.8,0.0,493,78.0,
1966,1967-01-20 22:48:00,3.2,220.0,van Bladeren Record,206.93691176470583,6.312292358804,1511,208.0,
1967,1968-03-04 22:30:00,1.032,27.3,van Bladeren Record,27.3,0.0,287,62.0,
1968,1969-03-10 10:48:00,1.22,39.9,van Bladeren Record,39.9,0.0,376,91.0,
1969,1969-12-15 21:18:00,1.31,47.0,van Bladeren Record,47.0,0.0,242,66.0,
1970,1971-04-05 07:48:00,1.08,30.2,van Bladeren Record,30.2,0.0,288,84.0,
1971,1972-01-20 07:24:00,1.66,80.7,van Bladeren Record,80.7,0.0,465,121.0,
1972,1973-01-01 01:36:00,1.59,73.2,van Bladeren Record,73.2,0.0,302,80.0,
1973,1974-01-19 18:36:00,0.97,23.7,van Bladeren Record,23.7,0.0,526,104.0,
1974,1975-02-14 02:54:00,0.728,12.3,van Bladeren Record,12.3,0.0,576,144.0,
1975,1976-03-20 05:06:00,1.35,59.3,van Bladeren Record,59.3,0.0,660,184.0,
1976,1977-02-04 07:36:00,0.631,8.9,van Bladeren Record,8.9,0.0,483,137.0,
1977,1978-02-19 03:06:00,0.8390000000000001,17.0,van Bladeren Record,17.0,0.0,284,122.0,
1978,1979-01-31 12:18:00,0.6629999999999999,9.9,van Bladeren Record,9.9,0.0,147,52.0,
1979,1979-11-25 16:00:00,0.589,7.2,van Bladeren Record,7.2,0.0,239,84.0,
1980,1981-01-27 07:42:00,0.9309999999999999,21.5,van Bladeren Record,21.5,0.0,364,126.0,
1981,1981-12-14 23:30:00,0.385,2.0,van Bladeren Record,2.0,0.0,60,35.0,
1982,1983-03-01 04:36:00,0.535,5.4,van Bladeren Record,5.4,0.0,42,28.0,
1983,1983-12-04 07:36:00,0.613,8.2,van Bladeren Record,8.2,0.0,164,56.0,
1984,1985-03-15 02:36:00,0.924,21.2,van Bladeren Record,21.2,0.0,151,50.0,
1985,1986-02-06 23:18:00,0.809,15.6,van Bladeren Record,15.6,0.0,292,82.0,
1986,1987-09-27 16:00:00,1.275,44.2,van Bladeren Record,44.2,0.0,606,131.0,
1987,1988-03-12 12:54:00,1.271,43.8,van Bladeren Record,43.8,0.0,420,134.0,
1988,1989-02-14 23:12:00,1.104,31.8,van Bladeren Record,31.8,0.0,380,111.0,
1989,1989-10-09 01:00:00,0.42,2.6,van Bladeren Record,2.6,0.0,144,80.0,
1990,1991-02-18 20:18:00,0.695,11.1,van Bladeren Record,11.1,0.0,168,71.0,
1991,1991-10-04 07:12:00,0.0,0.0,van Bladeren Record,0.0,0.0,27,27.0,Excluded: Duplicated 12.5 Percent
1992,1992-11-12 15:48:00,0.993,40.0,van Bladeren Record,40.0,0.0,238,70.0,
1993,1994-02-12 19:12:00,0.986,40.0,van Bladeren Record,40.0,0.0,61,23.0,
1994,1995-03-27 04:24:00,0.517,12.545,,12.545,0.0,68,27.0,
1995,1996-02-15 16:18:00,0.9109999999999999,35.975,,35.975,0.0,268,83.0,
1996,1997-05-26 14:24:00,1.6440000000000001,123.009,,123.009,0.0,166,67.0,
1997,1998-01-02 02:00:00,0.59,15.957,,15.957,0.0,68,25.0,Excluded: Less than 91 days (1 Hydroquarter)
