,GEV,GLO,GPA,LNO,LP3,PE3
2,77.7351221795,79.2518751256,71.6058017182,68.8064905257,55.1672509235,49.6640819671
5,228.907835678,227.622705886,241.369930169,242.746489434,249.898948133,277.720318424
10,394.278444939,387.219139648,425.583130312,441.549364128,525.823244953,525.78506652
20,630.498549581,616.167509071,677.595295619,714.336844578,949.648649799,809.649488279
50,1111.08971454,1088.80088553,1158.39352786,1217.7552439,1802.06511648,1218.92982998
100,1668.83225482,1647.35729147,1680.11376282,1732.68019903,2722.80936866,1545.71138218
200,2479.80812349,2473.96860729,2393.85113883,2389.43869833,3933.27622854,1882.93867094
