,GEV,GLO,GPA,LNO,LP3,PE3
2,10.7847825394,10.9872625559,10.212471476,10.3084495066,10.320061169,9.40199101227
5,24.0699862547,23.7389713481,25.5028990685,25.0688173694,26.2386323363,27.2372329629
10,36.8787951673,35.9367895753,39.7002224301,39.3043595765,41.647399412,43.0520276942
20,53.4115830591,51.9771337261,56.6525177467,56.7449201278,60.2004010195,59.8884611425
50,83.3625978545,82.0365874134,84.2126497656,85.5356336653,89.8724057121,83.1116736701
100,114.483042004,114.479109046,109.802523155,112.314139507,116.445216026,101.171276195
200,155.578472215,158.859827234,140.358077872,144.019650572,146.769270379,119.533694778
