,GEV,GLO,GPA,LNO,LP3,PE3
2,82.1494176903,83.0839095555,75.6898367619,68.4804229997,59.2855107259,39.4994419948
5,254.456398991,254.739054884,265.685134177,270.201099986,265.761453286,312.623137927
10,459.701485709,455.473250269,493.157394827,533.971455157,597.292082924,683.53190878
20,773.768734042,761.999491409,832.41649807,930.430791191,1181.50760348,1140.70412804
50,1465.36917293,1440.50393204,1549.28542222,1731.05853714,2583.45378896,1828.04182683
100,2330.32547533,2296.18640113,2407.55821626,2614.84762103,4389.97749984,2389.64810045
200,3673.04284841,3636.15998402,3687.61257371,3811.72811319,7175.30003365,2976.34338717
