,GEV,GLO,GPA,LNO,LP3,PE3
2,69.5282809477,70.2071319131,68.2322156462,69.4001646115,69.0523749044,69.1516882218
5,106.068215637,103.725550599,111.823927706,106.754790242,107.882879578,108.08616347
10,131.89880911,128.509789388,137.886607714,132.629074407,136.286416954,134.058219732
20,157.978654034,155.516508512,159.19160515,158.174709315,165.341677875,158.600480772
50,193.739060391,196.644722743,181.507297284,192.338647384,205.571695219,189.690451517
100,222.100670629,233.092020232,194.849437698,218.832335934,237.731878002,212.509900884
200,251.765468142,275.172045938,205.756000924,246.070121321,271.585872574,234.890069368
