,GEV,GLO,GPA,LNO,LP3,PE3
2,101.905667134,103.77771692,95.1970520621,93.4251905298,79.8778606435,75.6141720478
5,263.789625958,261.746408935,278.206852979,278.131078306,262.164492466,313.041071405
10,435.222670053,426.498027243,469.220188279,479.646680306,528.598497314,555.575621579
20,673.787119022,657.471188612,721.792668929,747.659093608,984.57281175,827.187206209
50,1144.8171309,1122.22921631,1184.70467452,1227.27914554,2079.08559433,1213.82147839
100,1676.12844118,1658.48297297,1667.86112678,1705.19798893,3520.71120089,1520.24857074
200,2429.725275,2435.76232155,2306.72764099,2302.38118202,5817.93675228,1835.18911551
