,GEV,GLO,GPA,LNO,LP3,PE3
2,7.92356761082,8.1050402077,7.51142620259,7.76050566877,7.97855372818,7.50110124149
5,17.6732882746,17.2409253194,18.9876477261,18.1423896531,21.5137864226,19.0167609117
10,25.7787393623,24.9284806472,27.716905228,26.592392524,30.4491325004,27.7580584304
20,35.0773079785,34.1299767858,36.4875786322,35.8528600086,37.6906104026,36.5120289182
50,49.8077871996,49.668504401,48.1456737118,49.5609007398,44.8445373545,48.0961402854
100,63.257491682,64.8660038636,57.0132712676,61.1696550241,48.7580206082,56.8653372168
200,79.1374150947,83.9626102868,65.9229410791,73.9466628011,51.6792869734,65.6383653622
