,GEV,GLO,GPA,LNO,LP3,PE3
2,2.13056604273,2.17997974389,2.00284428471,2.04692232331,1.83246405534,1.89782003339
5,5.07963755714,4.98614806374,5.42665788966,5.27482907555,5.58339142711,5.67414333762
10,7.78094893174,7.55114584598,8.4001289412,8.20185575878,9.4498695877,8.82638649003
20,11.1279399937,10.8131260181,11.7503808757,11.6448747495,14.1895135632,12.1063394292
50,16.9151549364,16.7033956523,16.8393717422,17.1063989721,21.7701650389,16.5630083896
100,22.6651549418,22.842005497,21.258995229,22.0154083504,28.4746143484,19.9960209641
200,29.968991887,30.9893941468,26.2386475882,27.6746501731,35.9875275338,23.4671557363
