Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1922,1923-09-29 08:00:00,-4.177,0.0,,0.0,0,239,237.0,
1923,1924-04-05 08:00:00,-2.593,0.0,,0.0,0,154,154.0,
1924,1925-05-05 14:00:00,0.684,126.943,,126.943,0,203,189.0,
1925,1925-11-13 09:00:00,0.33399999999999996,42.706,,42.706,0,336,332.0,
1926,1926-10-01 08:30:00,-2.852,0.0,,0.0,0,344,344.0,
1927,1928-03-21 08:30:00,-3.949,0.0,,0.0,0,318,318.0,
1928,1929-04-14 08:30:00,-3.187,0.0,,0.0,0,340,340.0,
1929,1930-04-18 08:30:00,-1.069,0.0,,0.0,0,319,319.0,
1930,1931-03-09 08:30:00,-4.787,0.0,,0.0,0,317,317.0,
1931,1931-10-01 08:30:00,-11.523,0.0,,0.0,0,288,288.0,
1932,1933-04-07 08:30:00,-13.732999999999999,0.0,,0.0,0,236,236.0,
1933,1934-01-30 19:00:00,0.638,114.14399999999999,,114.14399999999999,0,314,296.0,
1934,1934-12-18 08:30:00,-0.733,0.0,,0.0,0,300,300.0,
1935,1936-07-04 08:30:00,-1.495,0.0,,0.0,0,327,327.0,
1936,1937-02-15 16:00:00,0.547,90.28399999999999,,90.28399999999999,0,322,303.0,
1937,1938-04-30 08:30:00,-1.069,0.0,,0.0,0,314,314.0,
1938,1939-03-17 08:30:00,0.166,14.860999999999999,,14.860999999999999,0,330,330.0,
1939,1939-12-17 08:30:00,0.105,7.457999999999999,,7.457999999999999,0,326,326.0,
1940,1941-04-09 08:30:00,0.273,31.479,,31.479,0,309,306.0,
1941,1942-03-28 08:30:00,-3.0189999999999997,0.0,,0.0,0,318,318.0,
1942,1943-07-06 08:30:00,0.39399999999999996,54.849,,54.849,0,308,308.0,
1943,1944-02-04 08:30:00,2.65,1046.0,,1046.0,0,379,298.0,
1944,1945-03-08 08:30:00,0.455,68.237,,68.237,0,313,313.0,
1945,1946-02-17 08:30:00,0.22699999999999998,23.823,,23.823,0,334,334.0,
1946,1946-10-01 08:30:00,-2.806,0.0,,0.0,0,327,327.0,
1947,1948-06-26 08:30:00,-3.537,0.0,,0.0,0,288,288.0,
1948,1948-10-01 08:30:00,-5.3660000000000005,0.0,,0.0,0,324,324.0,
1949,1950-07-01 08:30:00,-1.77,0.0,,0.0,0,319,319.0,
1950,1951-01-21 08:30:00,-3.553,0.0,,0.0,0,324,324.0,
1951,1951-11-04 08:30:00,-5.107,0.0,,0.0,0,339,339.0,
1952,1953-04-25 08:30:00,-6.905,0.0,,0.0,0,347,347.0,
1953,1954-03-12 08:30:00,-8.841000000000001,0.0,,0.0,0,335,335.0,
1954,1955-02-10 23:54:00,0.9129999999999999,197.577,,197.577,0,336,305.0,
