,GEV,GLO,GPA,LNO,LP3,PE3
2,59.3147652159,60.0244032604,58.032780269,59.2772521643,60.3455279951,59.1125242878
5,99.1934044554,96.4269352839,105.667604232,99.6321826866,105.35539915,100.672178035
10,126.095522781,122.410561166,132.110301368,126.409237324,130.972630686,127.46519233
20,152.2807371,150.012614606,152.403266069,152.127986388,151.57020697,152.362523381
50,186.736296648,190.88983025,172.174550206,185.617210882,172.935791813,183.481842886
100,212.977656441,226.156613473,183.149841704,210.990271955,185.638113837,206.09495887
200,239.488209799,265.950284355,191.5726286,236.611446269,195.991384759,228.124020747
