,GEV,GLO,GPA,LNO,LP3,PE3
2,20.05145451,20.3887541462,18.9853701561,18.9387249253,19.653371347,16.6941018159
5,45.2043189198,44.7446928148,47.6659765862,47.2937184425,48.7347570108,52.1169947538
10,70.7071739557,69.135859695,76.0452337643,76.4560283936,76.6898387692,85.796500101
20,104.978394336,102.316487446,111.861710019,113.742046259,110.311319734,122.573621473
50,169.99127289,166.881784303,174.00223378,177.928093733,164.160549752,174.123890627
100,240.583285804,239.076051809,235.489842463,239.806316491,212.534953591,214.608105544
200,337.440250514,340.908204855,313.091220913,315.150184149,267.941354781,256.004209544
