,GEV,GLO,GPA,LNO,LP3,PE3
2,87.4453580199,89.4919485496,82.5986829162,85.1257079983,70.4705346589,81.2990617031
5,200.481695279,195.973484902,215.057324826,206.65548894,211.509555028,218.503609098
10,297.761893128,288.214327612,320.789126408,309.339028987,350.384807359,326.001517651
20,412.463637103,400.988933164,431.535302925,424.651982636,513.597129689,435.074974899
50,599.914555722,595.947489081,586.035066419,599.462070949,762.040632583,580.752860145
100,776.301464818,790.917149583,709.360642635,750.576040207,971.373692638,691.717613383
200,990.050395466,1040.64705248,838.534985909,919.575107581,1196.40264214,803.156609274
