,GEV,GLO,GPA,LNO,LP3,PE3
2,166.775541808,170.528877954,158.824261828,164.671900231,139.577464212,161.440999059
5,363.468969999,353.174170309,391.932798597,370.608710846,410.60257865,383.479517734
10,516.932831233,499.085786755,553.769730435,527.567177445,612.45410071,543.240826371
20,684.373570033,667.247754869,704.096416408,692.391593143,792.149843967,699.580668085
50,934.975493256,939.619720203,886.53573571,926.438075047,988.355046165,903.012242763
100,1151.49711616,1195.64328212,1013.19527419,1117.63724343,1106.57312255,1055.2350836
200,1395.25827817,1506.55619695,1130.84647067,1322.28585932,1202.00465573,1206.41600777
