Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1970,1971-09-09 03:06:00,1.44,26.04,van Bladeren Record,26.04,0.0,181,64.0,
1971,1972-01-21 07:06:00,2.0,64.36,van Bladeren Record,64.36,0.0,2333,365.0,
1972,1973-09-29 23:06:00,1.446,26.35,van Bladeren Record,26.35,0.0,2274,359.0,
1973,1973-10-22 22:54:00,1.946,59.95,van Bladeren Record,59.95,0.0,2907,365.0,
1974,1975-01-28 10:54:00,3.0469999999999997,158.76,van Bladeren Record,164.5789999999998,34.82300884955752,4113,365.0,Excluded: RT exceeded 34.8%
1975,1976-05-04 06:00:00,2.373,98.29,van Bladeren Record,99.20100000000002,5.0000000000000195,2948,366.0,
1976,1977-02-01 04:18:00,2.943,152.33,van Bladeren Record,154.4909999999999,30.221238938053112,3684,365.0,Excluded: RT exceeded 30.2%
1977,1978-01-28 10:12:00,2.31,93.15,van Bladeren Record,93.09000000000003,2.2123893805309853,3340,339.0,
1978,1979-02-07 23:18:00,1.52,30.26,van Bladeren Record,30.26,0.0,3266,311.0,
1979,1980-01-08 00:12:00,2.36,97.43,van Bladeren Record,97.94,4.424778761061951,4514,313.0,
1980,1981-03-04 04:30:00,2.3,92.31,van Bladeren Record,92.12,1.7699115044247804,6110,310.0,
1981,1982-01-07 22:01:00,1.82,49.53,van Bladeren Record,49.53,0.0,5646,331.0,
1982,1982-12-10 22:48:00,1.93,58.67,van Bladeren Record,58.67,0.0,7222,365.0,
1983,1984-01-02 07:42:00,1.77,45.93,van Bladeren Record,45.93,0.0,4522,366.0,
1984,1985-01-17 05:18:00,1.868,95.11,van Bladeren Record,95.11,0.0,2446,322.0,
1985,1985-11-02 05:24:00,2.311,118.8,van Bladeren Record,118.8,0.0,2877,365.0,
1986,1987-02-07 02:30:00,3.37,177.63,van Bladeren Record,177.63,0.0,3305,358.0,
1987,1988-03-12 12:54:00,2.398,123.54,van Bladeren Record,123.54,0.0,3121,366.0,
1988,1989-03-01 19:24:00,2.662,137.29,van Bladeren Record,137.29,0.0,2922,365.0,
1989,1989-11-29 00:18:00,1.423,64.31,van Bladeren Record,64.31,0.0,3196,365.0,
1990,1990-12-06 22:06:00,1.8430000000000002,93.01,van Bladeren Record,93.01,0.0,2867,317.0,
1991,1991-10-16 18:36:00,0.945,29.66,van Bladeren Record,29.66,0.0,1416,167.0,
1993,1994-02-23 07:42:00,1.396,62.7,van Bladeren Record,62.7,0.0,3017,322.0,
1994,1995-03-26 10:48:00,2.648,214.52700000000002,,214.52700000000002,0.0,2296,264.0,
1995,1995-11-19 04:06:00,1.193,45.553999999999995,,45.553999999999995,0.0,534,50.0,Excluded: Less than 91 days (1 Hydroquarter)
