Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1922,1923-02-21 17:00:00,1.631,92.0,van Bladeren Record,92.0,0,824,303.0,
1923,1924-02-11 18:30:00,1.524,81.0,van Bladeren Record,81.0,0,712,315.0,
1924,1924-12-29 19:24:00,1.829,181.0,van Bladeren Record,181.0,0,861,348.0,
1925,1925-11-12 22:00:00,1.829,118.0,van Bladeren Record,118.0,0,576,318.0,
1926,1927-02-27 07:00:00,0.948,34.0,van Bladeren Record,34.0,0,760,313.0,
1927,1927-10-16 20:24:00,1.585,885.0,van Bladeren Record,885.0,0,447,333.0,
1928,1929-01-11 13:00:00,1.798,122.0,van Bladeren Record,122.0,0,794,341.0,
1929,1929-10-04 21:36:00,1.829,112.0,van Bladeren Record,112.0,0,743,336.0,Excluded: Duplicated 5.2 Percent
1930,1930-12-17 16:00:00,1.829,112.0,van Bladeren Record,112.0,0,544,296.0,Excluded: Duplicated 5.2 Percent
1931,1931-12-07 03:48:00,1.829,163.0,van Bladeren Record,163.0,0,633,302.0,
1932,1933-03-04 21:48:00,1.829,822.0,van Bladeren Record,822.0,0,536,276.0,
1933,1933-11-12 00:48:00,1.829,288.0,van Bladeren Record,288.0,0,939,343.0,
1934,1934-12-10 20:00:00,1.676,96.0,van Bladeren Record,96.0,0,516,271.0,
1935,1935-12-07 00:00:00,1.829,205.0,van Bladeren Record,205.0,0,481,291.0,
1936,1936-11-24 23:00:00,1.829,367.0,van Bladeren Record,367.0,0,455,277.0,
1937,1937-12-15 14:12:00,1.829,135.0,van Bladeren Record,135.0,0,573,328.0,
1938,1939-02-07 12:00:00,1.829,265.0,van Bladeren Record,265.0,0,823,356.0,
1939,1939-11-28 13:00:00,1.829,144.0,van Bladeren Record,144.0,0,760,357.0,
1940,1940-12-27 23:00:00,1.829,152.0,van Bladeren Record,152.0,0,827,346.0,
1941,1942-01-03 08:24:00,1.317,63.0,van Bladeren Record,63.0,0,692,327.0,
1942,1942-12-04 16:00:00,1.615,889.0,van Bladeren Record,889.0,0,753,351.0,
1943,1944-02-02 10:00:00,1.829,914.0,van Bladeren Record,914.0,0,755,335.0,
1944,1945-03-04 22:00:00,1.829,112.0,van Bladeren Record,112.0,0,559,328.0,Excluded: Duplicated 5.2 Percent
1945,1946-02-11 06:00:00,1.829,112.0,van Bladeren Record,112.0,0,532,334.0,Excluded: Duplicated 5.2 Percent
1946,1946-12-14 05:00:00,1.798,109.0,van Bladeren Record,109.0,0,861,343.0,
1947,1948-04-18 16:00:00,1.173,51.0,van Bladeren Record,51.0,0,840,326.0,
1948,1949-01-31 17:00:00,1.329,64.0,van Bladeren Record,64.0,0,756,327.0,
1949,1949-11-17 15:00:00,1.829,294.0,van Bladeren Record,294.0,0,796,352.0,
1950,1951-01-17 21:12:00,1.673,96.0,van Bladeren Record,96.0,0,704,348.0,
1951,1951-10-28 23:00:00,1.122,47.0,van Bladeren Record,47.0,0,820,360.0,
1952,1952-12-17 01:00:00,1.021,39.0,van Bladeren Record,39.0,0,736,350.0,
1953,1954-02-25 06:00:00,1.17,50.0,van Bladeren Record,50.0,0,691,355.0,
1954,1954-12-06 22:36:00,1.829,509.0,van Bladeren Record,509.0,0,953,324.0,
1955,1955-11-21 22:36:00,1.829,191.0,van Bladeren Record,191.0,0,802,338.0,
1956,1957-02-10 00:00:00,1.829,112.0,van Bladeren Record,112.0,0,916,340.0,Excluded: Duplicated 5.2 Percent
1957,1958-03-15 16:24:00,1.7369999999999999,103.0,van Bladeren Record,103.0,0,651,313.0,
1958,1958-12-04 18:06:00,1.581,87.0,van Bladeren Record,87.0,0,1491,361.0,
1959,1959-12-18 13:12:00,1.405,70.0,van Bladeren Record,70.0,0,1542,354.0,
1960,1960-12-09 09:30:00,1.433,73.0,van Bladeren Record,73.0,0,979,294.0,
1961,1961-10-30 03:00:00,0.995,37.0,van Bladeren Record,37.0,0,2634,362.0,
1962,1963-01-09 19:18:00,1.91,121.0,van Bladeren Record,121.0,0,2187,365.0,
1963,1963-12-11 05:18:00,2.01,132.0,van Bladeren Record,132.0,0,2735,365.0,
1964,1964-12-29 15:30:00,1.32,63.0,van Bladeren Record,63.0,0,2194,357.0,
1965,1966-01-25 18:54:00,1.43,73.0,van Bladeren Record,73.0,0,1869,356.0,
1966,1967-03-21 11:12:00,3.38,396.0,van Bladeren Record,396.0,0,1865,303.0,
1967,1967-12-05 22:42:00,0.8540000000000001,27.0,van Bladeren Record,27.0,0,1790,359.0,
1968,1969-03-12 19:30:00,0.7879999999999999,22.0,van Bladeren Record,22.0,0,1499,360.0,
1969,1969-12-09 01:30:00,2.161,149.0,van Bladeren Record,149.0,0,1861,362.0,
1970,1971-04-08 15:06:00,2.346,176.0,van Bladeren Record,176.0,0,2028,349.0,
1971,1972-01-21 11:12:00,3.117,313.0,van Bladeren Record,313.0,0,1424,293.0,
1972,1973-03-26 21:42:00,1.557,84.0,van Bladeren Record,84.0,0,1888,356.0,
1973,1974-04-03 11:48:00,1.455,75.0,van Bladeren Record,75.0,0,1716,333.0,
1974,1975-01-28 15:24:00,2.9960000000000004,289.0,van Bladeren Record,289.0,0,1636,288.0,
1975,1976-05-04 07:48:00,3.133,316.0,van Bladeren Record,316.0,0,1623,336.0,
1976,1977-02-01 05:24:00,4.503,661.0,van Bladeren Record,661.0,0,1187,252.0,
1977,1978-01-28 15:06:00,3.739,453.0,van Bladeren Record,453.0,0,1491,308.0,
1978,1979-02-08 06:06:00,0.982,36.0,van Bladeren Record,36.0,0,1484,340.0,
1979,1980-01-08 03:42:00,2.51,202.0,van Bladeren Record,202.0,0,2518,335.0,
1980,1981-03-01 09:48:00,2.26,163.0,van Bladeren Record,163.0,0,1681,319.0,
1981,1981-10-04 21:12:00,1.4,70.0,van Bladeren Record,70.0,0,1502,342.0,
1982,1982-12-11 04:00:00,1.25,57.0,van Bladeren Record,57.0,0,1366,322.0,
1983,1983-12-06 21:12:00,1.61,90.0,van Bladeren Record,90.0,0,1356,290.0,
1984,1985-01-17 09:24:00,2.93,276.0,van Bladeren Record,276.0,0,1237,337.0,
1985,1985-11-02 07:30:00,3.514,399.0,van Bladeren Record,399.0,0,1198,345.0,
1986,1987-02-07 06:36:00,2.7769999999999997,248.0,van Bladeren Record,248.0,0,1308,301.0,
1987,1988-03-12 15:42:00,2.9130000000000003,274.0,van Bladeren Record,274.0,0,1437,335.0,
1988,1989-02-17 12:54:00,2.573,213.0,van Bladeren Record,213.0,0,1703,361.0,
1989,1990-04-29 14:06:00,1.663,97.0,van Bladeren Record,97.0,0,1823,362.0,
1990,1990-12-07 02:00:00,1.692,100.0,van Bladeren Record,100.0,0,1549,364.0,
1991,1991-12-27 12:30:00,1.14,0.0,van Bladeren Record,0.0,0,1717,364.0,
1992,1992-11-09 05:54:00,1.197,50.0,van Bladeren Record,50.0,0,1863,354.0,
1993,1994-01-01 22:18:00,2.198,55.0,van Bladeren Record,55.0,0,1505,362.0,
1994,1995-03-26 15:18:00,3.11,155.0,van Bladeren Record,155.0,0,1657,359.0,
1995,1996-02-14 07:36:00,3.908,312.0,van Bladeren Record,312.0,0,1678,355.0,
1996,1997-01-17 07:06:00,3.305,496.0,van Bladeren Record,496.0,0,2005,360.0,
1997,1997-11-13 03:54:00,1.936,124.137,,124.137,0,1969,361.0,
1998,1998-11-19 22:48:00,2.2769999999999997,166.535,,166.535,0,2057,364.0,
1999,2000-02-11 01:06:00,5.164,839.689,,839.689,0,2087,350.0,
2000,2000-12-11 16:47:00,2.233,160.126,,160.126,0,2329,356.0,
2001,2001-10-26 04:08:00,1.9509999999999998,125.704,,125.704,0,2547,364.0,
2002,2003-02-20 19:28:00,1.8630000000000002,116.648,,116.648,0,2424,365.0,
2003,2003-10-19 20:08:00,1.683,98.899,,98.899,0,24817,226.0,
2004,2005-01-09 04:59:00,2.513,252.40400000000002,,252.40400000000002,0,43072,360.0,
2005,2006-01-12 09:29:00,2.8710000000000004,312.795,,312.795,0,43259,365.0,
2006,2006-12-22 07:42:00,1.655,117.82,,117.82,0,37426,346.0,
2007,2008-02-05 00:37:00,1.984,164.388,,164.388,0,40329,366.0,
2008,2008-11-13 05:25:00,2.028,171.294,,171.294,0,40194,365.0,
