,GEV,GLO,GPA,LNO,LP3,PE3
2,30.6240808841,31.2167701058,29.2420642081,30.0053663464,28.9229161207,28.9988028733
5,62.996832581,61.6534995527,67.2405926552,64.6892433442,66.7811754162,67.9011824887
10,90.5126738314,87.7441079202,97.0539049847,93.599031298,98.7830878111,98.0283463648
20,122.637626249,119.398555479,127.820208336,125.777500028,133.407295636,128.451650049
50,174.552556694,173.658407144,170.005515704,174.137730209,182.669043554,168.949262362
100,222.87664785,227.486099812,203.103738074,215.631137116,222.189441698,199.728170257
200,280.890655198,295.955541593,237.259954551,261.766604738,263.345220819,230.596358654
