,GEV,GLO,GPA,LNO,LP3,PE3
2,37.9852093403,38.1887806077,35.6747079436,32.214691101,35.3547571071,20.6008625204
5,102.405713482,102.767185941,106.131391688,107.919487148,110.943118228,122.479753181
10,182.043560138,181.178186646,194.03953992,213.664626508,213.781785448,281.028442399
20,307.633306612,304.344148682,330.002308341,379.937137219,379.014838808,485.517077173
50,593.96739132,585.734132943,629.963479345,731.082362344,747.060109182,800.503047396
100,963.964105656,951.164119151,1004.22223924,1133.57823291,1198.56964941,1061.16468896
200,1555.02368148,1538.23930893,1583.06797907,1695.10819159,1874.28400079,1335.24278792
