Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1931,1932-07-26 08:00:00,0.177,1.6640000000000001,,1.6640000000000001,0,13,13.0,Excluded: Less than 91 days (1 Hydroquarter)
1932,1933-01-22 08:00:00,0.61,10.702,,10.702,0,54,52.0,Excluded: Duplicated 37.0 Percent
1933,1933-11-26 08:00:00,0.61,10.702,,10.702,0,60,54.0,Excluded: Duplicated 37.0 Percent
1934,1935-01-06 08:00:00,0.555,9.238999999999999,,9.238999999999999,0,52,52.0,
1935,1936-02-09 08:00:00,0.61,10.702,,10.702,0,58,54.0,Excluded: Duplicated 37.0 Percent
1936,1937-02-14 08:00:00,0.61,10.702,,10.702,0,57,53.0,Excluded: Duplicated 37.0 Percent
1937,1938-01-30 08:00:00,0.61,10.702,,10.702,0,56,54.0,Excluded: Duplicated 37.0 Percent
1938,1939-01-01 08:00:00,0.61,10.702,,10.702,0,63,55.0,Excluded: Duplicated 37.0 Percent
1939,1939-12-23 08:00:00,2.0,224.66,,224.66,0,90,79.0,
1940,1941-01-05 08:00:00,0.366,4.8389999999999995,,4.8389999999999995,0,52,52.0,
1941,1942-03-22 08:00:00,0.424,6.08,,6.08,0,52,52.0,
1942,1943-04-26 08:00:00,0.61,10.702,,10.702,0,55,53.0,Excluded: Duplicated 37.0 Percent
1943,1944-02-06 08:00:00,0.61,10.702,,10.702,0,53,50.0,Excluded: Duplicated 37.0 Percent
1944,1945-03-11 08:00:00,0.61,10.702,,10.702,0,55,53.0,Excluded: Duplicated 37.0 Percent
1945,1946-01-20 08:00:00,0.61,10.702,,10.702,0,55,52.0,Excluded: Duplicated 37.0 Percent
1946,1947-01-12 08:00:00,0.61,10.702,,10.702,0,95,89.0,Excluded: Duplicated 37.0 Percent
1947,1947-12-13 16:00:00,0.61,10.702,,10.702,0,108,94.0,Excluded: Duplicated 37.0 Percent
1948,1949-02-02 07:00:00,0.61,10.702,,10.702,0,115,111.0,Excluded: Duplicated 37.0 Percent
1949,1949-12-12 09:00:00,0.61,10.702,,10.702,0,120,108.0,Excluded: Duplicated 37.0 Percent
1950,1950-12-15 16:00:00,0.61,10.702,,10.702,0,113,104.0,Excluded: Duplicated 37.0 Percent
1951,1952-01-08 15:00:00,0.61,10.702,,10.702,0,106,98.0,Excluded: Duplicated 37.0 Percent
1952,1952-12-14 10:00:00,0.61,10.702,,10.702,0,86,79.0,Excluded: Duplicated 37.0 Percent
1953,1954-01-15 09:00:00,0.61,10.702,,10.702,0,89,81.0,Excluded: Duplicated 37.0 Percent
1954,1954-12-23 08:30:00,0.61,10.702,,10.702,0,72,61.0,Excluded: Duplicated 37.0 Percent
1955,1956-02-22 10:30:00,0.61,10.702,,10.702,0,100,94.0,Excluded: Duplicated 37.0 Percent
1956,1957-01-16 16:00:00,0.61,10.702,,10.702,0,93,87.0,Excluded: Duplicated 37.0 Percent
1957,1958-01-03 09:00:00,0.61,10.702,,10.702,0,59,57.0,Excluded: Duplicated 37.0 Percent
1958,1958-12-26 09:00:00,0.61,10.702,,10.702,0,98,88.0,Excluded: Duplicated 37.0 Percent
1959,1960-02-03 10:00:00,0.61,10.702,,10.702,0,98,96.0,Excluded: Duplicated 37.0 Percent
1960,1960-12-23 10:00:00,0.61,10.702,,10.702,0,88,80.0,Excluded: Duplicated 37.0 Percent
1961,1962-01-16 10:00:00,0.61,10.702,,10.702,0,82,80.0,Excluded: Duplicated 37.0 Percent
1962,1963-04-07 10:00:00,0.61,10.702,,10.702,0,75,75.0,Excluded: Duplicated 37.0 Percent
1963,1964-02-23 07:31:00,1.1,5.0,van Bladeren Record,5.0,0,646,217.0,
1964,1964-12-12 18:00:00,0.743,17.0,van Bladeren Record,17.0,0,812,204.0,
1965,1966-02-12 11:00:00,1.56,131.0,van Bladeren Record,131.0,0,953,229.0,
1966,1967-02-01 00:48:00,1.825,277.0,van Bladeren Record,277.0,0,1029,259.0,
1967,1968-02-22 03:12:00,0.894,29.0,van Bladeren Record,29.0,0,995,262.0,
1968,1969-03-17 04:18:00,1.525,124.0,van Bladeren Record,124.0,0,1001,259.0,
1969,1969-12-10 07:12:00,0.912,31.0,van Bladeren Record,31.0,0,546,161.0,
1970,1970-12-22 14:36:00,1.985,228.0,van Bladeren Record,228.0,0,821,239.0,
1971,1972-01-29 02:48:00,2.97,569.0,van Bladeren Record,569.0,0,1183,275.0,
