,GEV,GLO,GPA,LNO,LP3,PE3
2,88.6414964178,90.3612257567,84.1227838051,85.5331786479,84.0126671172,79.9182131075
5,192.991192003,189.825123025,205.068185023,200.091772134,207.42699614,214.786460033
10,289.562506169,281.56539375,311.54321745,305.23656102,322.798603449,328.660261869
20,410.201770986,399.011244128,432.932974121,429.906381319,458.045978782,447.670620391
50,620.754400222,612.652513428,619.88099718,629.214073313,668.20028969,609.852743221
100,831.840226092,836.85277723,784.461846199,809.563165881,851.442589942,735.017783081
200,1102.0639887,1136.2091966,972.09671946,1018.56297597,1055.98374301,861.713953529
