,GEV,GLO,GPA,LNO,LP3,PE3
2,33.1467474334,33.3231290779,31.5123951674,29.2855742332,32.7621745463,21.3441359752
5,78.0153222629,78.2094059023,80.7190302961,81.9657648309,83.8588243979,92.5378800847
10,132.800204464,132.027126847,141.281141116,153.905476907,149.129238741,198.03304379
20,218.33224757,215.764306461,233.828661797,265.285407353,251.097102423,331.888978653
50,411.089435639,405.051384508,435.109540436,496.917656742,474.841757187,536.299241076
100,657.46837091,648.462342543,682.840254927,759.015084202,748.615929896,704.698085411
200,1047.30651831,1036.1649303,1061.40802795,1120.96019346,1160.4922435,881.363160206
