,GEV,GLO,GPA,LNO,LP3,PE3
2,17.8746119728,18.0529265739,16.6973944501,15.4365525433,17.5578356064,10.2457467808
5,49.109720438,49.1439650729,51.1756019926,51.9775221647,59.5037525146,59.6978544387
10,86.1352429499,85.3253149407,92.2293135951,99.3651887853,111.145154004,125.812004751
20,142.569122002,140.373700614,153.163784108,170.19122426,184.937935159,206.879993419
50,266.278141887,261.727998402,281.187553139,312.424776923,325.64248673,328.416955903
100,420.335924573,414.191908233,433.627348208,468.695248027,472.818369153,427.571313694
200,658.593666707,652.157775431,659.887967161,679.542784437,663.156282266,531.074032379
