,GEV,GLO,GPA,LNO,LP3,PE3
2,22.4345800397,22.8476790213,21.2325186954,21.3664731759,21.2870390887,19.2978955117
5,50.4377545257,49.7933560201,53.3789959838,52.60965907,54.7614447387,57.4073425764
10,77.8279621583,75.9054030073,83.7811845669,83.2882339857,88.8387942816,91.838455005
20,113.590561816,110.573854165,120.66819268,121.323994964,131.789498334,128.748117369
50,179.235376545,176.23684278,181.772381399,184.850825601,204.283215262,179.885608696
100,248.306534305,247.818521007,239.561017211,244.531500008,272.719830153,219.762155489
200,340.519170037,346.592398841,309.676031208,315.746763681,354.461297172,260.37189577
