Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1970,1971-09-09 03:24:00,0.83,13.56,,13.56,0.0,148,60.0,Excluded: Less than 91 days (1 Hydroquarter)
1971,1972-01-21 07:30:00,1.65,80.7,van Bladeren Record,80.7,0.0,1255,324.0,
1972,1972-12-26 05:24:00,1.12,31.3,van Bladeren Record,31.3,0.0,1016,303.0,
1973,1973-10-22 22:00:00,1.28,43.8,van Bladeren Record,43.8,0.0,1226,320.0,
1974,1975-01-18 22:48:00,2.18,163.6,van Bladeren Record,161.07636363636382,4.306220095693795,2597,364.0,
1975,1976-05-04 05:00:00,1.66,81.9,van Bladeren Record,81.9,0.0,2609,366.0,
1976,1976-10-03 07:42:00,1.33,48.1,van Bladeren Record,48.1,0.0,2616,338.0,
1977,1978-02-11 18:00:00,1.46,59.7,van Bladeren Record,59.7,0.0,3695,365.0,Excluded: Duplicated 8.7 Percent
1978,1979-02-07 19:48:00,1.1,29.9,van Bladeren Record,29.9,0.0,3913,302.0,
1979,1980-01-15 21:48:00,1.86,108.8,van Bladeren Record,108.8,0.0,7473,363.0,
1980,1981-03-04 03:12:00,1.87,110.3,van Bladeren Record,110.3,0.0,6671,349.0,
1981,1982-01-22 23:18:00,1.29,44.7,van Bladeren Record,44.7,0.0,4969,358.0,
1982,1982-12-10 21:06:00,1.46,59.7,van Bladeren Record,59.7,0.0,4717,365.0,Excluded: Duplicated 8.7 Percent
1983,1983-12-10 19:18:00,1.45,58.8,van Bladeren Record,58.8,0.0,4216,357.0,
1984,1985-01-17 06:30:00,1.16,34.3,van Bladeren Record,34.3,0.0,3312,352.0,
1985,1985-11-02 00:12:00,1.7830000000000001,130.6,van Bladeren Record,130.6,0.0,3460,365.0,
1986,1987-02-07 03:18:00,1.7409999999999999,92.1,van Bladeren Record,92.1,0.0,3928,317.0,
1987,1988-03-12 12:36:00,1.715,88.7,van Bladeren Record,88.7,0.0,3393,338.0,
1988,1989-02-17 09:42:00,1.5519999999999998,69.3,van Bladeren Record,69.3,0.0,3401,365.0,
1989,1989-11-28 23:18:00,1.401,54.3,van Bladeren Record,54.3,0.0,3600,365.0,
1990,1990-12-06 19:30:00,2.149,157.6,van Bladeren Record,155.81763636363652,2.8229665071770413,3236,353.0,
1991,1991-12-27 05:54:00,1.4580000000000002,71.3,van Bladeren Record,71.3,0.0,2427,351.0,
1992,1993-01-29 17:36:00,1.4569999999999999,59.4,van Bladeren Record,59.4,0.0,1107,158.0,
