,GEV,GLO,GPA,LNO,LP3,PE3
2,38.2784919573,38.7796736212,36.5789563475,36.2907082125,39.2845181678,32.1778264913
5,78.8773122118,78.2720380013,82.6391946063,82.390141204,87.1068987475,90.7599614441
10,121.116121572,118.780322264,129.688528426,131.469458468,137.003784946,148.790818175
20,179.064288713,174.873256715,190.739655731,195.684494706,203.046446425,213.085701268
50,291.627830668,286.199985388,300.178076943,308.763231094,322.990569972,304.016313029
100,416.641742378,413.008227529,411.96657407,419.90527056,445.787545338,375.808971975
200,591.575177052,594.76948425,557.023118242,557.297784192,604.127722606,449.439580038
