Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1989,1990-09-28 23:36:00,-7.978,0.0,,0.0,0,44,38.0,Excluded: Less than 91 days (1 Hydroquarter)
1990,1991-05-12 23:06:00,0.019,0.28300000000000003,,0.28300000000000003,0,202,158.0,
1991,1992-03-16 00:48:00,-1.133,0.0,,0.0,0,167,127.0,
1992,1993-02-05 08:18:00,0.341,22.570999999999998,,22.570999999999998,0,219,166.0,
1993,1993-12-10 16:24:00,0.171,7.8260000000000005,,7.8260000000000005,0,191,139.0,
1994,1995-02-21 15:00:00,0.062,1.68,,1.68,0,206,144.0,
1995,1996-02-10 08:42:00,0.495,40.257,,40.257,0,304,171.0,
1996,1997-02-14 00:12:00,0.309,19.386,,19.386,0,256,158.0,
1997,1998-01-30 07:18:00,0.29,17.58,,17.58,0,345,191.0,
1998,1999-02-05 05:48:00,0.382,26.906999999999996,,26.906999999999996,0,306,167.0,
1999,2000-02-24 06:48:00,2.06,390.01,,390.01,0,2463,160.0,
2000,2001-03-15 07:02:00,0.22,11.502,,11.502,0,800,100.0,
2001,2002-06-22 00:06:00,0.033,0.649,,0.649,0,359,187.0,
2002,2003-03-06 00:06:00,0.10400000000000001,3.674,,3.674,0,1108,365.0,
2003,2004-03-05 08:36:00,0.373,25.930999999999997,,25.930999999999997,0,12298,340.0,
2004,2004-10-13 18:24:00,0.009000000000000001,0.09699999999999999,,0.09699999999999999,0,15025,365.0,
2005,2006-03-28 12:17:00,0.127,4.976,,4.976,0,19655,365.0,Excluded: Duplicated 6.9 Percent
2006,2007-01-02 08:44:00,0.047,1.1059999999999999,,1.1059999999999999,0,43680,365.0,
2007,2008-01-10 04:32:00,0.111,4.056,,4.056,0,41978,366.0,
2008,2009-03-02 01:44:00,0.127,4.976,,4.976,0,42544,358.0,Excluded: Duplicated 6.9 Percent
2009,2009-12-01 08:05:00,0.593,53.4,,53.4,0,37778,364.0,
2010,2011-01-22 04:44:00,0.532,45.053000000000004,,45.053000000000004,0,43805,365.0,
2011,2012-01-19 04:32:00,0.226,11.985999999999999,,11.985999999999999,0,43922,366.0,
2012,2013-01-20 18:12:00,0.77,80.558,,80.558,0,38062,365.0,
2013,2014-01-31 10:48:00,0.53,44.788999999999994,,44.788999999999994,0,31035,349.0,
2014,2014-12-30 13:12:00,0.07,2.0180000000000002,,2.0180000000000002,0,42136,365.0,
2015,2015-10-01 00:00:00,-0.75,0.0,,0.0,0,36722,364.0,
2016,2017-01-16 22:48:00,-0.23600000000000002,0.0,,0.0,0,43086,365.0,
2017,2018-02-21 13:48:00,-0.006999999999999999,0.0,,0.0,0,22050,224.0,
