Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
2005,2006-08-01 23:45:00,0.073,3.633,,3.633,0,9664,81.0,
2006,2007-01-03 19:58:00,0.092,5.15,,5.15,0,43753,365.0,
2007,2008-01-10 20:49:00,0.41100000000000003,50.059,,50.059,0,37900,364.0,
2008,2009-01-31 21:40:00,0.314,33.153,,33.153,0,11236,364.0,
2009,2010-04-09 06:59:00,0.297,30.451,,30.451,0,21693,365.0,Excluded: Duplicated 15.4 Percent
2010,2011-01-23 01:02:00,0.579,89.88600000000001,,89.88600000000001,0,43287,365.0,
2011,2012-01-26 06:48:00,0.16699999999999998,12.687000000000001,,12.687000000000001,0,42313,366.0,
2012,2013-01-20 23:48:00,1.58,608.43,,608.43,0,37416,321.0,
2013,2014-02-10 00:00:00,0.7,130.72,,130.72,0,3309,77.0,Excluded: Less than 91 days (1 Hydroquarter)
2014,2014-12-29 23:13:00,0.192,15.677,,15.677,0,16047,167.0,
2015,2015-10-05 00:00:00,-1.71,0.0,,0.0,0,25264,235.0,
2016,2017-02-28 18:48:00,0.261,25.006,,25.006,0,42247,355.0,
2017,2018-02-26 23:48:00,0.297,30.451,,30.451,0,21648,218.0,Excluded: Duplicated 15.4 Percent
