Hydroyear,DATE,COR.LEVEL,COR.FLOW,COMMENTS,EXT.FLOW,PERC.EXC,NUMREC,NUMDAYS,Exclusion Comments
1935,1936-05-24 17:00:00,0.146,4.471,,4.471,0,40,40.0,
1936,1937-01-09 16:00:00,0.146,4.471,,4.471,0,104,104.0,
1937,1938-03-02 19:00:00,-1.774,0.0,,0.0,0,107,107.0,
1938,1939-03-11 17:00:00,0.085,1.984,,1.984,0,94,94.0,
1939,1940-04-13 18:00:00,-2.536,0.0,,0.0,0,100,100.0,
1940,1941-02-12 08:00:00,-2.292,0.0,,0.0,0,77,77.0,
1941,1942-03-20 16:00:00,0.298,13.087,,13.087,0,278,249.0,
1942,1942-12-04 09:00:00,1.1520000000000001,131.439,,131.439,0,231,220.0,
1943,1944-02-03 20:00:00,0.847,77.253,,77.253,0,164,145.0,
1944,1945-03-25 08:00:00,0.054000000000000006,1.004,,1.004,0,24,24.0,
1945,1946-03-21 08:00:00,1.335,165.199,,165.199,0,139,98.0,
1946,1946-10-12 08:00:00,0.039,0.616,,0.616,0,74,74.0,
1947,1948-06-13 08:00:00,-1.256,0.0,,0.0,0,67,67.0,
1948,1948-10-01 08:00:00,-4.457,0.0,,0.0,0,65,65.0,
1949,1949-12-20 08:00:00,-4.426,0.0,,0.0,0,165,165.0,
1950,1950-12-16 08:00:00,-4.944,0.0,,0.0,0,236,236.0,
1951,1952-04-09 08:00:00,-4.274,0.0,,0.0,0,242,242.0,
1952,1953-03-04 08:00:00,-0.159,0.0,,0.0,0,199,199.0,
1953,1954-03-23 08:00:00,-2.171,0.0,,0.0,0,56,55.0,
1954,1955-02-11 08:00:00,0.7859999999999999,67.512,,67.512,0,57,57.0,
1955,1956-05-21 08:00:00,-1.8659999999999999,0.0,,0.0,0,130,130.0,
1956,1957-07-23 08:00:00,0.07,1.483,,1.483,0,257,257.0,
1957,1957-10-11 08:00:00,0.466,27.276,,27.276,0,213,213.0,
1958,1959-02-21 08:00:00,-1.3319999999999999,0.0,,0.0,0,282,282.0,
1959,1959-10-01 08:00:00,-5.996,0.0,,0.0,0,248,248.0,
1960,1960-12-20 08:00:00,0.146,4.471,,4.471,0,299,299.0,
1961,1962-04-26 08:00:00,0.17600000000000002,5.922000000000001,,5.922000000000001,0,296,296.0,
1962,1962-12-19 08:00:00,-3.573,0.0,,0.0,0,237,237.0,
1963,1963-12-13 08:00:00,-4.121,0.0,,0.0,0,184,184.0,
1964,1965-02-02 08:00:00,-5.066,0.0,,0.0,0,147,147.0,
1965,1966-02-10 08:00:00,0.6859999999999999,10.853,,10.853,0,214,214.0,
1966,1967-03-26 08:00:00,0.46799999999999997,41.403,,41.403,0,197,197.0,
1967,1967-11-18 08:00:00,-0.294,0.0,,0.0,0,207,206.0,
1968,1968-10-01 08:00:00,-2.306,0.0,,0.0,0,188,188.0,
1969,1969-10-01 08:00:00,-5.0489999999999995,0.0,,0.0,0,120,120.0,
1970,1971-05-05 08:00:00,-1.209,0.0,,0.0,0,235,235.0,
1971,1972-05-01 08:00:00,-0.5379999999999999,0.0,,0.0,0,275,275.0,
1972,1972-10-01 08:00:00,-2.793,0.0,,0.0,0,307,307.0,
1973,1974-03-08 08:00:00,0.07200000000000001,2.352,,2.352,0,225,225.0,
1974,1975-04-15 08:00:00,0.19399999999999998,10.599,,10.599,0,161,161.0,
1975,1976-02-24 08:00:00,0.34600000000000003,25.834,,25.834,0,73,72.0,Excluded: Less than 91 days (1 Hydroquarter)
1976,1977-03-31 23:54:00,0.163,8.126,,8.126,0,10,10.0,Excluded: Less than 91 days (1 Hydroquarter)
1977,1978-01-03 08:00:00,0.285,19.137,,19.137,0,81,81.0,
1978,1979-01-20 08:00:00,0.102,3.988,,3.988,0,57,57.0,
1979,1980-02-25 01:36:00,0.132,5.894,,5.894,0,1201,279.0,
1980,1981-01-25 09:42:00,0.375,29.278000000000002,,29.278000000000002,0,283,142.0,
1981,1982-04-10 18:48:00,0.201,11.185,,11.185,0,398,201.0,
1982,1982-11-30 01:18:00,-0.018000000000000002,0.0,,0.0,0,586,252.0,
1983,1983-10-01 11:54:00,-3.509,0.0,,0.0,0,602,276.0,
1984,1985-01-22 07:12:00,-6.16,0.0,,0.0,0,807,276.0,
1985,1986-03-21 09:24:00,-7.255,0.0,,0.0,0,386,209.0,
1986,1987-01-16 08:00:00,-6.89,0.0,,0.0,0,527,252.0,
1987,1988-04-20 14:54:00,-6.12,0.0,,0.0,0,548,233.0,
1988,1989-05-13 10:36:00,-6.808,0.0,,0.0,0,384,202.0,
1989,1990-03-08 17:36:00,-6.726,0.0,,0.0,0,410,195.0,
1990,1991-03-31 13:30:00,-6.4270000000000005,0.0,,0.0,0,281,178.0,
1991,1991-10-01 18:12:00,-7.151,0.0,,0.0,0,255,219.0,
1992,1993-03-18 07:00:00,-5.51,0.0,,0.0,0,297,292.0,
1993,1994-03-21 07:00:00,-6.62,0.0,,0.0,0,252,199.0,
1994,1995-05-08 07:12:00,-6.51,0.0,,0.0,0,341,200.0,
1995,1996-02-12 01:42:00,-1.868,0.0,,0.0,0,304,197.0,
1996,1997-05-26 14:54:00,0.10099999999999999,3.929,,3.929,0,446,232.0,
1997,1997-10-01 00:30:00,-0.138,0.0,,0.0,0,502,272.0,
1998,1999-01-02 09:30:00,-1.9180000000000001,0.0,,0.0,0,401,221.0,
1999,2000-02-16 08:00:00,0.13,5.76,,5.76,0,213,194.0,
