,GEV,GLO,GPA,LNO,LP3,PE3
2,236.020531811,237.923699125,233.262248843,236.47948167,235.610189776,236.379687566
5,370.879602855,359.849011677,393.894224318,369.913237574,384.534022202,371.013866002
10,451.574036974,439.66504833,466.850125262,449.692072411,461.494107751,450.666990572
20,523.117342639,519.346870258,514.100460692,521.39832703,519.222778738,521.419311323
50,607.900216925,629.597247258,552.043480985,608.965540462,574.896490949,606.556686366
100,666.113324133,718.683982859,569.276458553,671.689143976,605.743197812,666.61389225
200,719.943173707,813.73716661,580.437501868,732.34561336,629.479441583,723.925409818
