,GEV,GLO,GPA,LNO,LP3,PE3
2,28.9496212303,29.4404399459,27.4181647871,27.387404357,27.218368495,24.2534012543
5,65.0045481516,64.3212660464,68.5705517968,67.972623942,69.4769027056,74.7808777918
10,101.372891812,99.0867016533,109.029445827,109.431268579,114.948048051,122.451183733
20,150.043433702,146.213648403,159.805561586,162.200181287,175.456561719,174.361869284
50,241.935704386,237.558258641,247.321707666,252.637007372,284.613591482,246.999320314
100,341.263872349,339.32116832,333.363046637,339.492429592,394.735499905,303.984726487
200,477.013731911,482.404318793,441.345360351,444.935956376,534.211645275,362.219286163
